,Loc ID,Accuracy,n_in,n_out,n_gt
141,9066400_5682800,0.08571428571428572,3,32,129
142,9148400_5814800,0.08955223880597014,6,61,217
143,8337600_5493200,0.0,0,67,16
144,8495200_5770800,0.5961538461538461,93,63,477
145,9149600_5820000,0.0,0,31,437
146,8494800_5780000,0.03676470588235294,5,131,380
147,8496800_5764400,0.07526881720430108,7,86,430
148,8587200_5539600,0.24107142857142858,27,85,395
149,8287200_5497600,0.036585365853658534,3,79,355
150,9291600_5556800,0.031578947368421054,3,92,97
151,8815200_5996000,0.02,1,49,126
152,8820400_5991200,0.1,6,54,284
153,9062400_5680400,0.16666666666666666,10,50,93
154,9151600_5817600,0.31543624161073824,47,102,343
155,8290800_5496000,0.18518518518518517,20,88,135
156,8491600_5769600,0.15228426395939088,30,167,409
157,8288400_5498400,0.04716981132075472,5,101,302
158,9153600_5820400,0.14035087719298245,16,98,218
159,8500400_5769600,0.18902439024390244,31,133,328
160,8287600_5498400,0.038461538461538464,3,75,239
161,8491600_5772000,0.13861386138613863,14,87,284
162,9376800_5526800,0.25,3,9,20
163,8505200_5766800,0.1323529411764706,9,59,795
164,9267200_5672800,0.1,1,9,20
165,8368000_5549200,0.08421052631578947,8,87,171
166,8592400_5536400,0.0,0,15,156
167,8584400_5542000,0.16862745098039217,43,212,417
168,8814800_5995600,0.3402061855670103,33,64,99
169,9298800_5553600,0.2,1,4,27
170,9065200_5688000,0.14634146341463414,6,35,121
171,9054800_5682000,0.0,0,10,37
172,9145200_5819200,0.0,0,12,106
173,8493600_5767200,0.11678832116788321,16,121,599
174,9364400_5517200,0.049019607843137254,5,97,90
175,8496400_5769200,0.2648648648648649,49,136,479
176,9266000_5671600,0.0,0,29,222
177,8499200_5768400,0.2585034013605442,38,109,51
178,9378000_5522800,0.0,0,10,34
179,8495200_5774800,0.06818181818181818,9,123,222
180,9290800_5555600,0.0,0,14,115
181,9372800_5529200,0.1276595744680851,6,41,64
182,9061200_5685600,0.26495726495726496,31,86,130
183,8336000_5495600,0.0,0,34,4
184,9280000_5869200,0.0,0,5,71
185,8336400_5490800,0.07692307692307693,1,12,16
186,8494800_5772400,0.38323353293413176,64,103,306
187,9062800_5686400,0.16666666666666666,13,65,157
188,9064800_5683200,0.21739130434782608,10,36,156
189,8589600_5631200,0.1927710843373494,16,67,183
190,8368000_5548400,0.0,0,78,3
191,9063600_5686400,0.023809523809523808,1,41,147
192,9067600_5678800,0.1111111111111111,3,24,119
193,9062400_5691200,0.0,0,0,246
194,9065600_5680000,0.0,0,0,1
195,9279600_5865600,0.10833333333333334,13,107,162
196,9060400_5682000,0.07142857142857142,1,13,14
197,9298000_5559600,0.17333333333333334,13,62,162
198,9275600_5672000,0.18691588785046728,20,87,22
199,9603200_6072000,0.15789473684210525,15,80,233
200,9150000_5819200,0.0,0,4,227
201,8587600_5546000,0.16666666666666666,3,15,66
202,9273600_5666400,0.06666666666666667,1,14,24
203,9146800_5822400,0.11363636363636363,10,78,305
204,9283600_5871600,0.0,0,258,13
205,9301600_5562400,0.0,0,32,68
206,9152800_5812800,0.28703703703703703,31,77,104
207,9070800_5687600,0.0,0,0,96
208,8508000_5770800,0.01639344262295082,2,120,533
209,9057200_5687600,0.058823529411764705,1,16,161
210,9274800_5668400,0.06153846153846154,4,61,84
211,8590800_5628400,0.3279569892473118,61,125,245
212,8494000_5775600,0.14361702127659576,27,161,335
213,9068000_5678400,0.041666666666666664,1,23,99
214,9066400_5680400,0.024390243902439025,1,40,143
215,8334400_5492800,0.0,0,84,3
216,8488800_5771200,0.04,2,48,228
217,8596000_5538000,0.0,0,2,6
218,8491200_5768800,0.08053691275167785,12,137,343
219,9299600_5556000,0.0,0,4,136
220,8493200_5767600,0.10294117647058823,14,122,633
221,9148400_5820000,0.0975609756097561,4,37,237
222,8367600_5549200,0.0,0,106,12
223,9145200_5818800,0.0,0,3,580
224,8334000_5494800,0.015625,1,63,6
225,9155200_5814000,0.043478260869565216,4,88,74
226,8289600_5498800,0.060240963855421686,5,78,227
227,8490000_5774000,0.2,3,12,73
228,8498800_5765600,0.08823529411764706,9,93,316
229,9150800_5820400,0.17333333333333334,13,62,437
230,8954400_5842000,0.13253012048192772,11,72,123
231,9366800_5527200,0.12037037037037036,13,95,80
232,8590400_5538000,0.0970873786407767,10,93,158
233,9068400_5681600,0.05714285714285714,2,33,131
234,8493200_5769200,0.1778846153846154,37,171,99
235,9362400_5520400,0.5,1,1,15
236,9060000_5679600,0.25,1,3,21
237,8492400_5772400,0.19672131147540983,24,98,252
238,8336400_5492000,0.03597122302158273,5,134,80
239,9153200_5818800,0.09210526315789473,7,69,78
240,9059600_5686400,0.07142857142857142,2,26,133
241,8491600_5775600,0.0,0,0,3
242,8491200_5771600,0.5,1,1,18
243,8589200_5533200,0.0967741935483871,3,28,48
244,8289200_5497200,0.15966386554621848,19,100,82
245,9270800_5667600,0.04411764705882353,3,65,77
246,8590400_5535200,0.20481927710843373,34,132,264
247,8588400_5627600,0.12121212121212122,4,29,102
248,9057600_5684000,0.0,0,29,122
249,8337200_5492400,0.07246376811594203,10,128,83
250,9149600_5815200,0.07058823529411765,6,79,135
251,8509200_5765200,0.06976744186046512,6,80,595
252,9063600_5682800,0.13953488372093023,6,37,117
253,9296400_5558800,0.09734513274336283,11,102,159
254,9277600_5860000,0.0,0,1,17
255,8865200_5686400,0.017167381974248927,4,229,51
256,9601200_6071600,0.09574468085106383,18,170,207
257,9149600_5816800,0.3905325443786982,66,103,192
258,9062800_5688400,0.1111111111111111,2,16,78
259,8493200_5777200,0.16521739130434782,19,96,78
260,9147200_5816800,0.14285714285714285,7,42,260
261,9365200_5528800,0.0,0,0,15
262,9283200_5867600,0.03333333333333333,2,58,12
263,9152000_5810400,0.0,0,25,23
264,8593600_5530800,0.11428571428571428,12,93,464
265,9055600_5687600,0.0,0,22,56
266,9067200_5681600,0.05660377358490566,3,50,260
267,9153600_5816400,0.0,0,7,3
268,8491200_5769600,0.16778523489932887,25,124,385
269,9280400_5674400,0.0,0,16,75
270,9067200_5679200,0.0,0,4,4
271,9159200_5816400,0.041666666666666664,1,23,262
272,9154800_5815200,0.07692307692307693,6,72,323
273,9364000_5516000,0.03571428571428571,3,81,56
274,9276800_5870400,0.06837606837606838,8,109,35
275,9372400_5526800,0.0,0,0,232
276,8507600_5772400,0.06422018348623854,7,102,475
277,9065200_5682000,0.06976744186046512,3,40,109
278,8335600_5496000,0.0,0,48,2
279,8288400_5496000,0.13636363636363635,15,95,397
280,8338000_5493600,0.15730337078651685,14,75,16
281,9064000_5680000,0.08333333333333333,2,22,14
282,8367600_5548000,0.0,0,96,2
283,9269600_5672400,0.06666666666666667,2,28,127
284,8334800_5492400,0.037037037037037035,3,78,37
285,9364400_5525200,0.0,0,21,21
286,8814800_5992400,0.02,1,49,41
287,9376800_5528800,0.06382978723404255,3,44,127
288,9066400_5685600,0.1836734693877551,9,40,59
289,9062000_5679600,0.12244897959183673,6,43,299
290,9274800_5862800,0.05154639175257732,5,92,320
291,8490000_5772800,0.03278688524590164,4,118,375
292,8491200_5771200,0.12745098039215685,13,89,211
293,9272000_5676400,0.021739130434782608,1,45,147
294,9268000_5670000,0.16363636363636364,9,46,63
295,8596000_5534000,0.2558139534883721,11,32,147
296,9600000_6072400,0.2426470588235294,33,103,64
297,8334000_5492400,0.03571428571428571,2,54,8
298,8291600_5496800,0.136,17,108,97
299,9067600_5682000,0.1,3,27,60
300,9066400_5678400,0.05,1,19,37
301,9276000_5676000,0.0,0,6,5
302,8590400_5632800,0.03636363636363636,2,53,214
303,8953600_5841600,0.17105263157894737,26,126,227
304,9057600_5686400,0.2857142857142857,10,25,17
305,9066800_5680000,0.05555555555555555,2,34,122
306,8488800_5772000,0.04878048780487805,2,39,142
307,9294000_5554000,0.0,0,3,15
308,9370800_5526000,0.030303030303030304,1,32,30
309,9153200_5819600,0.1524390243902439,25,139,141
310,8825600_5991200,0.24528301886792453,13,40,63
311,9062400_5684000,0.2978723404255319,14,33,73
312,9070000_5689600,0.0,0,0,147
313,8495200_5773200,0.2898550724637681,40,98,337
314,9154800_5818400,0.0,0,11,39
315,8492400_5774400,0.10204081632653061,10,88,365
316,9373600_5521600,0.6666666666666666,2,1,8
317,8334800_5496800,0.0,0,55,6
318,8337600_5490800,0.036585365853658534,3,79,15
319,9147600_5818400,0.0625,4,60,170
320,8368000_5548800,0.013157894736842105,1,75,6
321,9064400_5680400,0.022727272727272728,1,43,51
322,8370400_5548000,0.0,0,7,21
323,8494000_5774000,0.1746031746031746,22,104,313
324,9598800_6072800,0.03636363636363636,2,53,36
325,9158800_5812800,0.0,0,5,35
326,9292800_5563600,0.0,0,20,83
327,9158000_5816400,0.25,3,9,5
328,9280000_5864000,0.0297029702970297,3,98,22
329,8338400_5492800,0.0,0,43,3
330,9363600_5524800,0.09803921568627451,5,46,26
331,8597200_5538800,0.06164383561643835,9,137,353
332,9270800_5673600,0.0,0,7,31
333,8501200_5767200,0.09243697478991597,11,108,312
334,9362800_5521200,0.0,0,4,10
335,9281200_5674000,0.034482758620689655,3,84,190
336,9602800_6072400,0.08333333333333333,11,121,169
337,8582400_5539200,0.07142857142857142,1,13,33
338,8493200_5774400,0.13533834586466165,18,115,322
339,8493600_5776000,0.1076923076923077,7,58,329
340,8596800_5537200,0.1875,15,65,94
341,8336000_5490800,0.0,0,22,65
342,9062000_5690800,0.16666666666666666,2,10,16
343,8493200_5772400,0.18181818181818182,22,99,241
344,8489600_5773200,0.1,1,9,16
345,9275600_5864400,0.13846153846153847,18,112,159
346,9060800_5680000,0.07142857142857142,3,39,73
347,9375200_5530000,0.14285714285714285,1,6,27
348,8287600_5499200,0.07142857142857142,3,39,168
349,9066400_5678800,0.0,0,0,172
350,8291600_5496400,0.1694915254237288,20,98,32
351,9371200_5529200,0.14814814814814814,4,23,45
352,9071200_5684800,0.14285714285714285,1,6,42
353,8368400_5550400,0.06086956521739131,7,108,28
354,9275600_5674800,0.0,0,26,46
355,8827200_5994800,0.2962962962962963,8,19,20
356,9156400_5814000,0.05714285714285714,2,33,15
357,8862400_5687600,0.0,0,1,12
358,9300400_5558800,0.0,0,33,139
359,8492800_5772400,0.23529411764705882,36,117,286
360,9144800_5822400,0.0,0,16,108
361,9065600_5682400,0.1111111111111111,4,32,75
362,8826800_5995200,0.1111111111111111,2,16,8
363,8290800_5497200,0.07079646017699115,8,105,332
364,9280000_5676000,0.0,0,9,72
365,9060000_5682000,0.07692307692307693,1,12,47
366,8291600_5495600,0.03333333333333333,4,116,266
367,8591600_5533200,0.08571428571428572,3,32,155
368,8508400_5762400,0.0,0,0,206
369,8814000_5994000,0.08333333333333333,3,33,87
370,8492800_5775200,0.08928571428571429,10,102,502
371,8367200_5550400,0.0,0,50,3
372,8366800_5549200,0.007352941176470588,1,135,4
373,9062000_5685600,0.1232876712328767,9,64,130
374,9280000_5672800,0.10734463276836158,19,158,176
375,8829200_5991600,0.0,0,49,7
376,9280000_5872000,0.0,0,100,2
377,8593200_5633600,0.0,0,0,35
378,9374800_5528400,0.0,0,26,142
379,9282400_5872800,0.018072289156626505,3,163,14
380,8816000_5990400,0.09154929577464789,13,129,276
381,9150400_5812800,0.11764705882352941,2,15,54
382,9159600_5820000,0.0,0,0,438
383,9273200_5666000,0.0,0,15,1
384,9154800_5822400,0.0,0,27,43
385,9607200_6073200,0.18032786885245902,11,50,86
386,9299200_5556000,0.0,0,9,4
387,9149200_5820400,0.08333333333333333,1,11,374
388,9154800_5811200,0.05454545454545454,6,104,526
389,8595600_5533600,0.0,0,4,11
390,9069200_5688800,0.10714285714285714,3,25,132
391,8495200_5768400,0.1095890410958904,8,65,87
392,8495600_5766000,0.1527777777777778,11,61,94
393,9270400_5668800,0.1388888888888889,10,62,130
394,9060000_5682400,0.07142857142857142,3,39,150
395,9602800_6069200,0.08870967741935484,11,113,40
396,8495200_5769600,0.27692307692307694,36,94,287
397,9055600_5682800,0.2857142857142857,2,5,27
398,8830400_5992400,0.041666666666666664,1,23,7
399,8489200_5774400,0.09090909090909091,1,10,37
400,8336400_5492400,0.17592592592592593,19,89,65
401,9066800_5682000,0.12,6,44,169
402,9064800_5682000,0.2465753424657534,18,55,110
403,9372800_5522000,0.09433962264150944,5,48,108
404,8494800_5773600,0.17647058823529413,30,140,193
405,9370000_5517600,0.10909090909090909,6,49,93
406,8584800_5544800,0.1267605633802817,27,186,506
407,9270000_5669600,0.0,0,14,9
408,9068000_5679200,0.05660377358490566,3,50,219
409,8815600_5995200,0.12195121951219512,10,72,73
410,8334000_5491200,0.0,0,80,8
411,9274800_5865600,0.16296296296296298,22,113,221
412,9063600_5682400,0.10416666666666667,5,43,90
413,9057200_5684000,0.0,0,16,70
414,9266800_5673200,0.0,0,0,14
415,9063600_5679600,0.125,1,7,41
416,9275200_5676800,0.0,0,0,126
417,9267200_5668400,0.0,0,16,7
418,8494800_5779600,0.21686746987951808,18,65,94
419,9144800_5822000,0.0,0,27,25
420,8290400_5496800,0.11290322580645161,14,110,226
421,8338800_5492800,0.0,0,31,10
422,9064000_5684000,0.1,5,45,125
423,9156400_5816000,0.2247191011235955,20,69,125
424,9065600_5684800,0.25,21,63,56
425,9367600_5529600,0.11764705882352941,2,15,7
426,8495200_5778000,0.26666666666666666,4,11,17
427,9064000_5683200,0.10810810810810811,4,33,85
428,9153600_5811200,0.047619047619047616,6,120,144
429,8504000_5770000,0.09815950920245399,16,147,169
430,9154400_5819600,0.13215859030837004,30,197,742
431,8594800_5630400,0.22784810126582278,18,61,208
432,9272800_5865200,0.08333333333333333,3,33,114
433,9294000_5564800,0.15384615384615385,10,55,153
434,8814400_5991200,0.10126582278481013,8,71,118
435,8591200_5632800,0.029411764705882353,1,33,184
436,9060400_5682800,0.125,4,28,20
437,8820000_5997200,0.2765957446808511,26,68,205
438,8496000_5775600,0.05504587155963303,6,103,217
439,9157600_5815200,0.10416666666666667,5,43,304
440,9068000_5687600,0.0,0,0,1
441,9068400_5679600,0.0,0,1,5
442,8494400_5775200,0.08383233532934131,14,153,778
443,8495200_5772000,0.3333333333333333,46,92,378
444,9270800_5675600,0.0,0,25,155
445,9370000_5522400,0.16470588235294117,14,71,57
446,8583600_5537600,0.0,0,8,5
447,9293200_5560800,0.047619047619047616,3,60,116
448,9071200_5682400,0.09523809523809523,2,19,104
449,9067200_5680400,0.1,2,18,86
450,9149600_5815600,0.22077922077922077,17,60,203
451,9364000_5516400,0.0273972602739726,2,71,59
452,8506400_5766800,0.08461538461538462,11,119,748
453,9067600_5684800,0.0,0,0,2
454,8593600_5631200,0.1566265060240964,13,70,297
455,9061600_5690800,0.09523809523809523,2,19,95
456,9054000_5685600,0.3191489361702128,15,32,63
457,9062800_5678400,0.0,0,1,1
458,9601200_6069200,0.1452991452991453,17,100,277
459,9066000_5680000,0.20833333333333334,10,38,88
460,8494800_5776800,0.07407407407407407,8,100,383
461,8494000_5776400,0.10493827160493827,17,145,441
462,8582800_5542400,0.3157894736842105,36,78,154
463,9302800_5562000,0.0,0,5,46
464,8491200_5768000,0.25862068965517243,15,43,105
465,9273200_5673600,0.09473684210526316,9,86,133
466,9151200_5812400,0.02631578947368421,1,37,266
467,8490400_5775200,0.0078125,1,127,320
468,9059600_5689600,0.0,0,10,65
469,8496000_5778000,0.05263157894736842,4,72,301
470,8820800_5990800,0.0,0,13,74
471,8335200_5491200,0.044444444444444446,2,43,21
472,8827600_5995200,0.15384615384615385,8,44,75
473,8494000_5766800,0.07065217391304347,13,171,717
474,8334400_5494400,0.0,0,35,4
475,9368800_5518000,0.17647058823529413,3,14,126
476,9361200_5525600,0.24,6,19,17
477,9276400_5664800,0.014705882352941176,1,67,243
478,9365600_5528800,0.3333333333333333,6,12,2
479,8500000_5770800,0.25125628140703515,50,149,374
480,8335600_5490400,0.0,0,20,11
481,9056000_5686400,0.15384615384615385,6,33,44
482,8495200_5771200,0.17894736842105263,17,78,221
483,9279600_5873200,0.0,0,59,1
484,9060800_5678400,0.0,0,14,32
485,8291600_5499200,0.10144927536231885,14,124,236
486,8366000_5547600,0.4,36,54,45
487,8504800_5768000,0.046153846153846156,6,124,579
488,9067600_5685600,0.25,2,6,60
489,9609200_6074400,0.0,0,34,76
490,8591200_5538800,0.0,0,7,9
491,9062800_5684000,0.05263157894736842,2,36,95
492,9069200_5682400,0.125,5,35,187
493,9154400_5811200,0.024096385542168676,2,81,66
494,9368400_5524000,0.09090909090909091,3,30,50
495,9278800_5861600,0.0625,1,15,347
496,9062000_5683600,0.3188405797101449,22,47,162
497,9272800_5669200,0.08163265306122448,4,45,41
498,9362000_5521200,0.0,0,0,263
499,9067200_5686400,0.2077922077922078,16,61,191
500,9295600_5561200,0.19791666666666666,19,77,146
501,8286800_5495600,0.045454545454545456,2,42,204
502,9058800_5688400,0.0,0,0,2
503,9061200_5689200,0.14285714285714285,2,12,21
504,9062800_5679200,0.06666666666666667,3,42,186
505,9298800_5560400,0.14285714285714285,5,30,22
506,9066000_5688400,0.0,0,1,9
507,9362800_5524000,0.03278688524590164,2,59,76
508,8587200_5541200,0.34545454545454546,19,36,74
509,8495200_5776000,0.09574468085106383,9,85,202
510,9061600_5680800,0.08333333333333333,5,55,205
511,8496800_5774800,0.11363636363636363,15,117,163
512,8821200_5991600,0.0625,2,30,161
513,9295200_5558800,0.3165829145728643,63,136,133
514,9145600_5819600,0.0,0,0,4
515,9060800_5682400,0.35135135135135137,26,48,106
516,9064400_5683600,0.11538461538461539,6,46,221
517,9281200_5871600,0.1206896551724138,7,51,14
518,8827200_5992800,0.11428571428571428,4,31,55
519,8367200_5548800,0.0,0,89,6
520,8289600_5494800,0.09923664122137404,13,118,288
521,9060800_5687600,0.13333333333333333,6,39,88
522,9060400_5684800,0.17857142857142858,15,69,143
523,9148000_5814800,0.05263157894736842,3,54,211
524,9277200_5872400,0.037037037037037035,9,234,92
525,8494000_5771600,0.3230769230769231,21,44,180
526,9277600_5672800,0.0,0,9,13
527,9283200_5865600,0.011764705882352941,1,84,135
528,8822800_5995600,0.15384615384615385,6,33,43
529,9063200_5679600,0.13513513513513514,5,32,141
530,9372800_5526800,0.02702702702702703,1,36,106
531,9063200_5685600,0.08333333333333333,2,22,89
532,8493200_5772000,0.0,0,9,8
533,9062800_5684800,0.25,8,24,57
534,9058400_5688000,0.0,0,1,1
535,8337200_5493200,0.031578947368421054,6,184,51
536,9281600_5869200,0.10091743119266056,11,98,58
537,8826400_5991600,0.0,0,24,99
538,9278800_5872000,0.0,0,72,3
539,8335200_5494000,0.06578947368421052,5,71,67
540,8288400_5495600,0.125,4,28,68
541,9292800_5558800,0.0,0,9,39
542,9064800_5688800,0.0,0,42,223
543,8593200_5538400,0.16071428571428573,27,141,415
544,9143600_5820400,0.0,0,4,143
545,9071600_5682400,0.014084507042253521,1,70,301
546,8951600_5842800,0.08196721311475409,5,56,141
547,9152400_5817200,0.41626794258373206,87,122,298
548,9063200_5690000,0.0,0,44,45
549,8863600_5686400,0.17647058823529413,6,28,42
550,9364400_5514000,0.0,0,28,45
551,9364800_5516400,0.10606060606060606,7,59,119
552,8289600_5498000,0.08,12,138,305
553,8492000_5770000,0.10404624277456648,18,155,547
554,8291200_5497200,0.02586206896551724,3,113,287
555,8492000_5771200,0.11926605504587157,13,96,228
556,8492800_5773600,0.18012422360248448,29,132,161
557,8368800_5549600,0.0,0,25,11
558,8366400_5548000,0.05555555555555555,5,85,29
559,8506400_5768400,0.10227272727272728,9,79,384
560,9376400_5529200,0.13043478260869565,6,40,86
561,9273600_5676400,0.027777777777777776,1,35,147
562,8338000_5491200,0.07936507936507936,5,58,20
563,9065600_5688800,0.0,0,0,120
564,8368800_5548800,0.0273972602739726,2,71,9
565,8508000_5767200,0.0,0,43,261
566,9058000_5681200,0.0,0,0,2
567,9287600_5867200,0.0,0,106,1
568,9069200_5683200,0.0625,1,15,46
569,8505200_5771600,0.05333333333333334,8,142,734
570,9061200_5689600,0.0,0,8,9
571,8492400_5777200,0.12,12,88,351
572,9062400_5678400,0.0,0,0,71
573,8289200_5498000,0.18831168831168832,29,125,255
574,9365200_5525200,0.03636363636363636,2,53,25
575,8291200_5498400,0.0625,7,105,261
576,8337200_5494400,0.0,0,31,3
577,9072400_5684800,0.125,1,7,37
578,8497600_5765200,0.1484375,19,109,248
579,8493200_5773600,0.22929936305732485,36,121,207
580,9152000_5811600,0.08974358974358974,7,71,239
581,9062400_5681600,0.2962962962962963,8,19,42
582,9279200_5873600,0.0,0,71,6
583,9059200_5690800,0.0,0,1,5
584,9372400_5524400,0.0,0,9,27
585,8286800_5497200,0.045454545454545456,1,21,51
586,9145200_5820000,0.0,0,0,1
587,8492000_5768400,0.21495327102803738,23,84,90
588,9298000_5564000,0.0,0,21,1
589,8490800_5772800,0.06493506493506493,5,72,146
590,9367200_5518000,0.0,0,13,1
591,9364400_5519600,0.12244897959183673,12,86,89
592,9152800_5822000,0.10236220472440945,13,114,152
593,9302000_5556800,0.0,0,17,76
594,9274400_5861600,0.021505376344086023,2,91,49
595,9153200_5822800,0.0,0,4,8
596,8864000_5688000,0.0,0,5,1
597,9364800_5524400,0.09333333333333334,7,68,85
598,9154000_5815200,0.11428571428571428,8,62,211
