,Loc ID,Accuracy,n_in,n_out,n_gt
192,9067600_5678800,0.08333333333333333,1,11,119
193,9062400_5691200,0.0,0,0,246
194,9065600_5680000,0.0,0,0,1
195,9279600_5865600,0.11842105263157894,9,67,162
196,9060400_5682000,0.25,1,3,14
197,9298000_5559600,0.3333333333333333,14,28,162
198,9275600_5672000,0.2,9,36,22
199,9603200_6072000,0.12727272727272726,7,48,233
200,9150000_5819200,0.5,2,2,227
201,8587600_5546000,0.16666666666666666,2,10,66
202,9273600_5666400,0.0,0,8,24
203,9146800_5822400,0.14285714285714285,8,48,305
204,9283600_5871600,0.0,0,129,13
205,9301600_5562400,0.0,0,9,68
206,9152800_5812800,0.33707865168539325,30,59,104
207,9070800_5687600,0.0,0,0,96
208,8508000_5770800,0.05172413793103448,3,55,533
209,9057200_5687600,0.08333333333333333,2,22,161
210,9274800_5668400,0.09375,3,29,84
211,8590800_5628400,0.373134328358209,50,84,245
212,8494000_5775600,0.21008403361344538,25,94,335
213,9068000_5678400,0.25,3,9,99
214,9066400_5680400,0.11764705882352941,4,30,143
215,8334400_5492800,0.0,0,37,3
216,8488800_5771200,0.2777777777777778,10,26,228
217,8596000_5538000,0.0,0,0,6
218,8491200_5768800,0.054945054945054944,5,86,343
219,9299600_5556000,0.0,0,1,136
220,8493200_5767600,0.12,15,110,633
221,9148400_5820000,0.0,0,3,237
222,8367600_5549200,0.0,0,60,12
223,9145200_5818800,0.5,2,2,580
224,8334000_5494800,0.13333333333333333,2,13,6
225,9155200_5814000,0.11475409836065574,7,54,74
226,8289600_5498800,0.06896551724137931,2,27,227
227,8490000_5774000,0.25,2,6,73
228,8498800_5765600,0.15584415584415584,12,65,316
229,9150800_5820400,0.11267605633802817,8,63,437
230,8954400_5842000,0.2,8,32,123
231,9366800_5527200,0.21153846153846154,11,41,80
232,8590400_5538000,0.15492957746478872,11,60,158
233,9068400_5681600,0.15217391304347827,7,39,131
234,8493200_5769200,0.21551724137931033,25,91,99
235,9362400_5520400,0.0,0,1,15
236,9060000_5679600,0.4,2,3,21
237,8492400_5772400,0.23170731707317074,19,63,252
238,8336400_5492000,0.047619047619047616,2,40,80
239,9153200_5818800,0.1388888888888889,5,31,78
240,9059600_5686400,0.045454545454545456,1,21,133
241,8491600_5775600,0.0,0,0,3
242,8491200_5771600,0.0,0,1,18
243,8589200_5533200,0.0,0,13,48
244,8289200_5497200,0.3191489361702128,30,64,82
245,9270800_5667600,0.0,0,31,77
246,8590400_5535200,0.16,20,105,264
247,8588400_5627600,0.041666666666666664,1,23,102
248,9057600_5684000,0.0625,1,15,122
249,8337200_5492400,0.05194805194805195,4,73,83
250,9149600_5815200,0.14285714285714285,6,36,135
251,8509200_5765200,0.061224489795918366,3,46,595
252,9063600_5682800,0.1111111111111111,4,32,117
253,9296400_5558800,0.13333333333333333,8,52,159
254,9277600_5860000,0.0,0,0,17
255,8865200_5686400,0.05825242718446602,6,97,51
256,9601200_6071600,0.04424778761061947,5,108,207
257,9149600_5816800,0.2937062937062937,42,101,192
258,9062800_5688400,0.36363636363636365,4,7,78
259,8493200_5777200,0.27941176470588236,19,49,78
260,9147200_5816800,0.21212121212121213,7,26,260
261,9365200_5528800,0.0,0,0,15
262,9283200_5867600,0.04878048780487805,2,39,12
263,9152000_5810400,0.0,0,7,23
264,8593600_5530800,0.109375,7,57,464
265,9055600_5687600,0.3333333333333333,2,4,56
266,9067200_5681600,0.043478260869565216,2,44,260
267,9153600_5816400,0.0,0,0,3
268,8491200_5769600,0.15625,20,108,385
269,9280400_5674400,0.0,0,8,75
270,9067200_5679200,0.0,0,3,4
271,9159200_5816400,0.029411764705882353,1,33,262
272,9154800_5815200,0.15789473684210525,9,48,323
273,9364000_5516000,0.0967741935483871,3,28,56
274,9276800_5870400,0.0,0,61,35
275,9372400_5526800,0.0,0,0,232
276,8507600_5772400,0.024691358024691357,2,79,475
277,9065200_5682000,0.2413793103448276,7,22,109
278,8335600_5496000,0.0,0,10,2
279,8288400_5496000,0.0875,7,73,397
280,8338000_5493600,0.18421052631578946,7,31,16
281,9064000_5680000,0.2692307692307692,7,19,14
282,8367600_5548000,0.0,0,48,2
283,9269600_5672400,0.0,0,10,127
284,8334800_5492400,0.0,0,23,37
285,9364400_5525200,0.14285714285714285,1,6,21
286,8814800_5992400,0.025,1,39,41
287,9376800_5528800,0.13333333333333333,4,26,127
288,9066400_5685600,0.3548387096774194,11,20,59
289,9062000_5679600,0.1746031746031746,11,52,299
290,9274800_5862800,0.015151515151515152,1,65,320
291,8490000_5772800,0.1746031746031746,11,52,375
292,8491200_5771200,0.1506849315068493,11,62,211
293,9272000_5676400,0.0,0,18,147
294,9268000_5670000,0.05555555555555555,3,51,63
295,8596000_5534000,0.6,27,18,147
296,9600000_6072400,0.26666666666666666,32,88,64
297,8334000_5492400,0.15384615384615385,2,11,8
298,8291600_5496800,0.16822429906542055,18,89,97
299,9067600_5682000,0.23333333333333334,7,23,60
300,9066400_5678400,0.07142857142857142,1,13,37
301,9276000_5676000,0.0,0,8,5
302,8590400_5632800,0.0,0,19,214
303,8953600_5841600,0.2967032967032967,27,64,227
304,9057600_5686400,0.47058823529411764,16,18,17
305,9066800_5680000,0.041666666666666664,1,23,122
306,8488800_5772000,0.038461538461538464,1,25,142
307,9294000_5554000,0.0,0,2,15
308,9370800_5526000,0.0,0,4,30
309,9153200_5819600,0.24528301886792453,26,80,141
310,8825600_5991200,0.1724137931034483,5,24,63
311,9062400_5684000,0.3333333333333333,14,28,73
312,9070000_5689600,0.0,0,0,147
313,8495200_5773200,0.3,27,63,337
314,9154800_5818400,0.0,0,10,39
315,8492400_5774400,0.09574468085106383,9,85,365
316,9373600_5521600,0.3333333333333333,1,2,8
317,8334800_5496800,0.0,0,26,6
318,8337600_5490800,0.0,0,17,15
319,9147600_5818400,0.1346153846153846,7,45,170
320,8368000_5548800,0.0,0,33,6
321,9064400_5680400,0.15384615384615385,2,11,51
322,8370400_5548000,0.0,0,1,21
323,8494000_5774000,0.21839080459770116,19,68,313
324,9598800_6072800,0.05,1,19,36
325,9158800_5812800,0.0,0,3,35
326,9292800_5563600,0.08333333333333333,1,11,83
327,9158000_5816400,0.1111111111111111,1,8,5
328,9280000_5864000,0.0,0,18,22
329,8338400_5492800,0.0,0,6,3
330,9363600_5524800,0.0,0,22,26
331,8597200_5538800,0.10526315789473684,12,102,353
332,9270800_5673600,0.0,0,3,31
333,8501200_5767200,0.09859154929577464,7,64,312
334,9362800_5521200,0.0,0,9,10
335,9281200_5674000,0.06666666666666667,3,42,190
336,9602800_6072400,0.0898876404494382,8,81,169
337,8582400_5539200,0.0,0,0,33
338,8493200_5774400,0.24324324324324326,27,84,322
339,8493600_5776000,0.1,4,36,329
340,8596800_5537200,0.10526315789473684,4,34,94
341,8336000_5490800,0.0,0,8,65
342,9062000_5690800,0.0,0,5,16
343,8493200_5772400,0.18181818181818182,12,54,241
344,8489600_5773200,0.0,0,1,16
345,9275600_5864400,0.18627450980392157,19,83,159
346,9060800_5680000,0.0,0,15,73
347,9375200_5530000,0.36363636363636365,4,7,27
348,8287600_5499200,0.125,4,28,168
349,9066400_5678800,0.0,0,0,172
350,8291600_5496400,0.2524271844660194,26,77,32
351,9371200_5529200,0.2857142857142857,4,10,45
352,9071200_5684800,0.0,0,7,42
353,8368400_5550400,0.02531645569620253,2,77,28
354,9275600_5674800,0.0,0,8,46
355,8827200_5994800,0.23684210526315788,9,29,20
356,9156400_5814000,0.15384615384615385,2,11,15
357,8862400_5687600,0.0,0,0,12
358,9300400_5558800,0.0,0,20,139
359,8492800_5772400,0.28421052631578947,27,68,286
360,9144800_5822400,0.0,0,1,108
361,9065600_5682400,0.18181818181818182,4,18,75
362,8826800_5995200,0.4117647058823529,7,10,8
363,8290800_5497200,0.07272727272727272,4,51,332
364,9280000_5676000,0.0,0,6,72
365,9060000_5682000,0.125,2,14,47
366,8291600_5495600,0.04938271604938271,4,77,266
367,8591600_5533200,0.15384615384615385,4,22,155
368,8508400_5762400,0.0,0,0,206
369,8814000_5994000,0.043478260869565216,1,22,87
370,8492800_5775200,0.14705882352941177,15,87,502
371,8367200_5550400,0.0,0,31,3
372,8366800_5549200,0.05333333333333334,4,71,4
373,9062000_5685600,0.12962962962962962,7,47,130
374,9280000_5672800,0.13414634146341464,11,71,176
375,8829200_5991600,0.0,0,7,7
376,9280000_5872000,0.0,0,37,2
377,8593200_5633600,0.0,0,0,35
378,9374800_5528400,0.0,0,17,142
379,9282400_5872800,0.0,0,81,14
380,8816000_5990400,0.14414414414414414,16,95,276
381,9150400_5812800,0.0,0,5,54
382,9159600_5820000,0.0,0,0,438
383,9273200_5666000,0.0,0,5,1
384,9154800_5822400,0.0,0,16,43
385,9607200_6073200,0.08955223880597014,6,61,86
386,9299200_5556000,0.0,0,2,4
387,9149200_5820400,0.0,0,0,374
388,9154800_5811200,0.0759493670886076,6,73,526
389,8595600_5533600,0.14285714285714285,1,6,11
390,9069200_5688800,0.17647058823529413,3,14,132
391,8495200_5768400,0.13157894736842105,5,33,87
392,8495600_5766000,0.25806451612903225,8,23,94
393,9270400_5668800,0.1590909090909091,7,37,130
394,9060000_5682400,0.10256410256410256,4,35,150
395,9602800_6069200,0.09558823529411764,13,123,40
396,8495200_5769600,0.35555555555555557,32,58,287
397,9055600_5682800,0.0,0,4,27
398,8830400_5992400,0.0,0,7,7
399,8489200_5774400,0.0,0,15,37
400,8336400_5492400,0.2537313432835821,17,50,65
401,9066800_5682000,0.06666666666666667,2,28,169
402,9064800_5682000,0.28205128205128205,11,28,110
403,9372800_5522000,0.043478260869565216,1,22,108
404,8494800_5773600,0.19008264462809918,23,98,193
405,9370000_5517600,0.18181818181818182,6,27,93
406,8584800_5544800,0.19444444444444445,28,116,506
407,9270000_5669600,0.0,0,2,9
408,9068000_5679200,0.1111111111111111,4,32,219
409,8815600_5995200,0.2361111111111111,17,55,73
410,8334000_5491200,0.0,0,17,8
411,9274800_5865600,0.15,21,119,221
412,9063600_5682400,0.16216216216216217,6,31,90
413,9057200_5684000,0.1111111111111111,1,8,70
414,9266800_5673200,0.0,0,0,14
415,9063600_5679600,0.0,0,9,41
416,9275200_5676800,0.0,0,0,126
417,9267200_5668400,0.0,0,10,7
418,8494800_5779600,0.21428571428571427,12,44,94
419,9144800_5822000,0.0,0,4,25
420,8290400_5496800,0.17647058823529413,9,42,226
421,8338800_5492800,0.0,0,11,10
422,9064000_5684000,0.15384615384615385,4,22,125
423,9156400_5816000,0.0784313725490196,4,47,125
424,9065600_5684800,0.4117647058823529,28,40,56
425,9367600_5529600,0.0,0,1,7
426,8495200_5778000,0.3125,5,11,17
427,9064000_5683200,0.13114754098360656,8,53,85
428,9153600_5811200,0.13333333333333333,8,52,144
429,8504000_5770000,0.18269230769230768,19,85,169
430,9154400_5819600,0.08974358974358974,7,71,742
431,8594800_5630400,0.2037037037037037,11,43,208
432,9272800_5865200,0.17647058823529413,3,14,114
433,9294000_5564800,0.07142857142857142,2,26,153
434,8814400_5991200,0.037037037037037035,2,52,118
435,8591200_5632800,0.0,0,18,184
436,9060400_5682800,0.0,0,22,20
437,8820000_5997200,0.24528301886792453,13,40,205
438,8496000_5775600,0.1346153846153846,7,45,217
439,9157600_5815200,0.0,0,28,304
440,9068000_5687600,0.0,0,0,1
441,9068400_5679600,0.0,0,1,5
442,8494400_5775200,0.15178571428571427,17,95,778
443,8495200_5772000,0.2265625,29,99,378
444,9270800_5675600,0.0,0,11,155
445,9370000_5522400,0.14545454545454545,8,47,57
446,8583600_5537600,0.0,0,3,5
447,9293200_5560800,0.15151515151515152,5,28,116
448,9071200_5682400,0.07142857142857142,1,13,104
449,9067200_5680400,0.25,3,9,86
450,9149600_5815600,0.1935483870967742,12,50,203
451,9364000_5516400,0.09090909090909091,3,30,59
452,8506400_5766800,0.04081632653061224,4,94,748
453,9067600_5684800,0.0,0,0,2
454,8593600_5631200,0.15789473684210525,9,48,297
455,9061600_5690800,0.0,0,19,95
456,9054000_5685600,0.4,12,18,63
457,9062800_5678400,0.0,0,3,1
458,9601200_6069200,0.13829787234042554,13,81,277
459,9066000_5680000,0.17647058823529413,6,28,88
460,8494800_5776800,0.07894736842105263,6,70,383
461,8494000_5776400,0.12280701754385964,14,100,441
462,8582800_5542400,0.336734693877551,33,65,154
463,9302800_5562000,0.0,0,2,46
464,8491200_5768000,0.1875,3,13,105
465,9273200_5673600,0.028985507246376812,2,67,133
466,9151200_5812400,0.08,2,23,266
467,8490400_5775200,0.11594202898550725,8,61,320
468,9059600_5689600,0.125,2,14,65
469,8496000_5778000,0.07272727272727272,4,51,301
470,8820800_5990800,0.0,0,0,74
471,8335200_5491200,0.15,3,17,21
472,8827600_5995200,0.11764705882352941,4,30,75
473,8494000_5766800,0.13533834586466165,18,115,717
474,8334400_5494400,0.06666666666666667,1,14,4
475,9368800_5518000,0.26666666666666666,4,11,126
476,9361200_5525600,0.3,3,7,17
477,9276400_5664800,0.038461538461538464,1,25,243
478,9365600_5528800,0.3333333333333333,3,6,2
479,8500000_5770800,0.2833333333333333,34,86,374
480,8335600_5490400,0.0,0,4,11
481,9056000_5686400,0.125,2,14,44
482,8495200_5771200,0.3333333333333333,23,46,221
483,9279600_5873200,0.0,0,12,1
484,9060800_5678400,0.0,0,10,32
485,8291600_5499200,0.22,11,39,236
486,8366000_5547600,0.3373493975903614,28,55,45
487,8504800_5768000,0.05263157894736842,5,90,579
488,9067600_5685600,0.0,0,4,60
489,9609200_6074400,0.07142857142857142,1,13,76
490,8591200_5538800,0.0,0,4,9
491,9062800_5684000,0.07407407407407407,2,25,95
492,9069200_5682400,0.1111111111111111,3,24,187
493,9154400_5811200,0.03333333333333333,1,29,66
494,9368400_5524000,0.10714285714285714,3,25,50
495,9278800_5861600,0.0,0,7,347
496,9062000_5683600,0.45454545454545453,20,24,162
497,9272800_5669200,0.043478260869565216,1,22,41
498,9362000_5521200,0.0,0,0,263
499,9067200_5686400,0.16,8,42,191
500,9295600_5561200,0.20833333333333334,15,57,146
501,8286800_5495600,0.0967741935483871,3,28,204
502,9058800_5688400,0.0,0,0,2
503,9061200_5689200,0.16666666666666666,1,5,21
504,9062800_5679200,0.10810810810810811,4,33,186
505,9298800_5560400,0.11764705882352941,4,30,22
506,9066000_5688400,0.0,0,0,9
507,9362800_5524000,0.10714285714285714,3,25,76
508,8587200_5541200,0.4909090909090909,54,56,74
509,8495200_5776000,0.060240963855421686,5,78,202
510,9061600_5680800,0.1282051282051282,5,34,205
511,8496800_5774800,0.23809523809523808,15,48,163
512,8821200_5991600,0.35714285714285715,10,18,161
513,9295200_5558800,0.21774193548387097,27,97,133
514,9145600_5819600,0.0,0,2,4
515,9060800_5682400,0.2777777777777778,15,39,106
516,9064400_5683600,0.1951219512195122,8,33,221
517,9281200_5871600,0.030303030303030304,1,32,14
518,8827200_5992800,0.06451612903225806,2,29,55
519,8367200_5548800,0.022222222222222223,1,44,6
520,8289600_5494800,0.2,12,48,288
521,9060800_5687600,0.4117647058823529,14,20,88
522,9060400_5684800,0.1346153846153846,7,45,143
523,9148000_5814800,0.04,1,24,211
524,9277200_5872400,0.05,4,76,92
525,8494000_5771600,0.21818181818181817,12,43,180
526,9277600_5672800,0.0,0,2,13
527,9283200_5865600,0.08620689655172414,5,53,135
528,8822800_5995600,0.34375,11,21,43
529,9063200_5679600,0.2857142857142857,8,20,141
530,9372800_5526800,0.07142857142857142,3,39,106
531,9063200_5685600,0.16666666666666666,3,15,89
532,8493200_5772000,0.0,0,8,8
533,9062800_5684800,0.17391304347826086,8,38,57
534,9058400_5688000,0.0,0,1,1
535,8337200_5493200,0.06593406593406594,6,85,51
536,9281600_5869200,0.1694915254237288,10,49,58
537,8826400_5991600,0.0,0,8,99
538,9278800_5872000,0.0,0,33,3
539,8335200_5494000,0.15,6,34,67
540,8288400_5495600,0.0,0,19,68
541,9292800_5558800,0.0,0,6,39
542,9064800_5688800,0.15555555555555556,7,38,223
543,8593200_5538400,0.12949640287769784,18,121,415
544,9143600_5820400,1.0,1,0,143
545,9071600_5682400,0.16666666666666666,6,30,301
546,8951600_5842800,0.08888888888888889,4,41,141
547,9152400_5817200,0.3305439330543933,79,160,298
548,9063200_5690000,0.0625,2,30,45
549,8863600_5686400,0.2857142857142857,6,15,42
550,9364400_5514000,0.0,0,14,45
551,9364800_5516400,0.047619047619047616,2,40,119
552,8289600_5498000,0.19672131147540983,12,49,305
553,8492000_5770000,0.1532258064516129,19,105,547
554,8291200_5497200,0.024390243902439025,1,40,287
555,8492000_5771200,0.2345679012345679,19,62,228
556,8492800_5773600,0.1836734693877551,18,80,161
557,8368800_5549600,0.0,0,26,11
558,8366400_5548000,0.17391304347826086,12,57,29
559,8506400_5768400,0.1346153846153846,7,45,384
560,9376400_5529200,0.15384615384615385,4,22,86
561,9273600_5676400,0.030303030303030304,1,32,147
562,8338000_5491200,0.11475409836065574,7,54,20
563,9065600_5688800,0.0,0,0,120
564,8368800_5548800,0.0,0,28,9
565,8508000_5767200,0.023255813953488372,1,42,261
566,9058000_5681200,0.0,0,0,2
567,9287600_5867200,0.0,0,82,1
568,9069200_5683200,0.2857142857142857,4,10,46
569,8505200_5771600,0.12658227848101267,10,69,734
570,9061200_5689600,0.6,3,2,9
571,8492400_5777200,0.12121212121212122,8,58,351
572,9062400_5678400,0.0,0,0,71
573,8289200_5498000,0.16842105263157894,16,79,255
574,9365200_5525200,0.13157894736842105,5,33,25
575,8291200_5498400,0.12,9,66,261
576,8337200_5494400,0.0,0,8,3
577,9072400_5684800,0.0,0,3,37
578,8497600_5765200,0.16666666666666666,20,100,248
579,8493200_5773600,0.21739130434782608,20,72,207
580,9152000_5811600,0.16216216216216217,12,62,239
581,9062400_5681600,0.2,3,12,42
582,9279200_5873600,0.0,0,34,6
583,9059200_5690800,0.0,0,3,5
584,9372400_5524400,0.2857142857142857,4,10,27
585,8286800_5497200,0.13043478260869565,3,20,51
586,9145200_5820000,0.0,0,0,1
587,8492000_5768400,0.22413793103448276,13,45,90
588,9298000_5564000,0.0,0,5,1
589,8490800_5772800,0.06060606060606061,4,62,146
590,9367200_5518000,0.058823529411764705,1,16,1
591,9364400_5519600,0.23333333333333334,14,46,89
592,9152800_5822000,0.1111111111111111,5,40,152
593,9302000_5556800,0.0,0,10,76
594,9274400_5861600,0.0,0,51,49
595,9153200_5822800,0.3333333333333333,1,2,8
596,8864000_5688000,0.0,0,5,1
597,9364800_5524400,0.2702702702702703,10,27,85
598,9154000_5815200,0.030303030303030304,1,32,211
599,8812000_5990000,0.19047619047619047,4,17,158
600,8291600_5496000,0.11475409836065574,7,54,171
601,9362000_5525200,0.32727272727272727,18,37,42
602,9273600_5672400,0.04878048780487805,2,39,299
603,8494000_5771200,0.2564102564102564,10,29,84
604,9060000_5684000,0.2857142857142857,8,20,64
605,8493200_5776000,0.0,0,0,5
