,Loc ID,Accuracy,n_in,n_out,n_gt
81,9054400_5681200,0.16666666666666666,2,10,54
82,8287600_5497200,0.11666666666666667,7,53,337
83,9154800_5812000,0.10256410256410256,8,70,481
84,9368000_5530000,0.10909090909090909,6,49,107
85,9378800_5528400,0.0,0,21,41
86,9372000_5528800,0.23529411764705882,4,13,112
87,8818000_5996000,0.25,11,33,146
88,9061600_5680400,0.13953488372093023,6,37,181
89,8491200_5768400,0.18681318681318682,17,74,51
90,8591600_5541200,0.08571428571428572,9,96,324
91,8492400_5768400,0.10909090909090909,12,98,173
92,8337600_5491600,0.0,0,51,10
93,8953600_5840000,0.0625,1,15,53
94,9602400_6071200,0.13636363636363635,15,95,171
95,8336800_5494400,0.02127659574468085,1,46,50
96,9150000_5816800,0.0,0,0,273
97,8369600_5550800,0.060240963855421686,5,78,40
98,9063600_5690400,0.034482758620689655,1,28,22
99,9072000_5681600,0.0,0,2,14
100,9072400_5682000,0.07462686567164178,5,62,327
101,9285200_5870800,0.0,0,0,167
102,9064400_5682000,0.1,8,72,95
103,9156800_5812800,0.0,0,4,5
104,9158400_5819600,0.0,0,0,70
105,9272800_5675600,0.038461538461538464,2,50,192
106,9299200_5558800,0.0,0,10,90
107,9146000_5816400,0.16,4,21,285
108,8368000_5550800,0.0625,2,30,7
109,8337200_5490800,0.0,0,46,12
110,9369200_5528400,0.17073170731707318,7,34,60
111,9062800_5678800,0.0,0,2,5
112,8369600_5549200,0.016666666666666666,1,59,12
113,9366400_5522000,0.3424657534246575,25,48,33
114,9374000_5521200,0.10909090909090909,6,49,175
115,8333200_5493200,0.0,0,14,10
116,9265600_5670000,0.0,0,47,310
117,8336000_5491200,0.1111111111111111,7,56,163
118,9294800_5562800,0.037037037037037035,2,52,363
119,8495600_5778800,0.125,14,98,387
120,9364000_5521600,0.3548387096774194,11,20,13
121,9153200_5816800,0.30177514792899407,51,118,59
122,8600000_5537200,0.06611570247933884,8,113,370
123,9066000_5686400,0.0625,1,15,45
124,9054800_5686400,0.0,0,3,11
125,8489200_5771600,0.0,0,2,12
126,8492000_5771600,0.11267605633802817,8,63,212
127,8490800_5776000,0.08695652173913043,2,21,215
128,8816800_5993200,0.047619047619047616,1,20,119
129,9063200_5677600,0.07692307692307693,2,24,121
130,8503600_5771600,0.0661764705882353,9,127,577
131,9064400_5679600,0.2833333333333333,17,43,51
132,8490400_5768800,0.12857142857142856,18,122,229
133,9299600_5562400,0.0,0,23,1
134,8493600_5774800,0.10784313725490197,11,91,546
135,8289200_5496000,0.050505050505050504,5,94,101
136,8507600_5763200,0.02631578947368421,1,37,117
137,9610400_6072000,0.0,0,0,19
138,9299200_5561200,0.5789473684210527,22,16,6
139,8370000_5549200,0.0,0,42,12
140,9065200_5684800,0.0,0,3,33
141,9066400_5682800,0.06896551724137931,2,27,129
142,9148400_5814800,0.12698412698412698,8,55,217
143,8337600_5493200,0.0,0,38,16
144,8495200_5770800,0.47619047619047616,70,77,477
145,9149600_5820000,0.0,0,20,437
146,8494800_5780000,0.06976744186046512,9,120,380
147,8496800_5764400,0.08108108108108109,6,68,430
148,8587200_5539600,0.16822429906542055,18,89,395
149,8287200_5497600,0.15,9,51,355
150,9291600_5556800,0.0136986301369863,1,72,97
151,8815200_5996000,0.05,2,38,126
152,8820400_5991200,0.17647058823529413,9,42,284
153,9062400_5680400,0.15,9,51,93
154,9151600_5817600,0.3724137931034483,54,91,343
155,8290800_5496000,0.15730337078651685,14,75,135
156,8491600_5769600,0.1875,30,130,409
157,8288400_5498400,0.13580246913580246,11,70,302
158,9153600_5820400,0.14893617021276595,14,80,218
159,8500400_5769600,0.21333333333333335,32,118,328
160,8287600_5498400,0.12987012987012986,10,67,239
161,8491600_5772000,0.07692307692307693,7,84,284
162,9376800_5526800,0.058823529411764705,1,16,20
163,8505200_5766800,0.06666666666666667,3,42,795
164,9267200_5672800,0.0,0,6,20
165,8368000_5549200,0.028985507246376812,2,67,171
166,8592400_5536400,0.0,0,12,156
167,8584400_5542000,0.18085106382978725,34,154,417
168,8814800_5995600,0.2857142857142857,20,50,99
169,9298800_5553600,0.0,0,1,27
170,9065200_5688000,0.28,14,36,121
171,9054800_5682000,0.0,0,7,37
172,9145200_5819200,0.0,0,5,106
173,8493600_5767200,0.1310344827586207,19,126,599
174,9364400_5517200,0.1111111111111111,8,64,90
175,8496400_5769200,0.3067484662576687,50,113,479
176,9266000_5671600,0.06060606060606061,2,31,222
177,8499200_5768400,0.25,26,78,51
178,9378000_5522800,0.0,0,7,34
179,8495200_5774800,0.07476635514018691,8,99,222
180,9290800_5555600,0.045454545454545456,1,21,115
181,9372800_5529200,0.13043478260869565,3,20,64
182,9061200_5685600,0.2839506172839506,23,58,130
183,8336000_5495600,0.0,0,36,4
184,9280000_5869200,0.0,0,6,71
185,8336400_5490800,0.16666666666666666,2,10,16
186,8494800_5772400,0.35802469135802467,58,104,306
187,9062800_5686400,0.125,8,56,157
188,9064800_5683200,0.28846153846153844,15,37,156
189,8589600_5631200,0.1568627450980392,8,43,183
190,8368000_5548400,0.0,0,41,3
191,9063600_5686400,0.21739130434782608,5,18,147
192,9067600_5678800,0.05405405405405406,2,35,119
193,9062400_5691200,0.0,0,0,246
194,9065600_5680000,0.0,0,0,1
195,9279600_5865600,0.09473684210526316,9,86,162
196,9060400_5682000,0.0,0,7,14
197,9298000_5559600,0.14705882352941177,10,58,162
198,9275600_5672000,0.20634920634920634,13,50,22
199,9603200_6072000,0.09302325581395349,8,78,233
200,9150000_5819200,0.0,0,11,227
201,8587600_5546000,0.1111111111111111,2,16,66
202,9273600_5666400,0.0,0,14,24
203,9146800_5822400,0.08064516129032258,5,57,305
204,9283600_5871600,0.0,0,166,13
205,9301600_5562400,0.0,0,19,68
206,9152800_5812800,0.27835051546391754,27,70,104
207,9070800_5687600,0.0,0,0,96
208,8508000_5770800,0.06741573033707865,6,83,533
209,9057200_5687600,0.09090909090909091,2,20,161
210,9274800_5668400,0.07272727272727272,4,51,84
211,8590800_5628400,0.34074074074074073,46,89,245
212,8494000_5775600,0.14960629921259844,19,108,335
213,9068000_5678400,0.13043478260869565,3,20,99
214,9066400_5680400,0.1,4,36,143
215,8334400_5492800,0.0,0,50,3
216,8488800_5771200,0.0,0,32,228
217,8596000_5538000,0.0,0,4,6
218,8491200_5768800,0.0761904761904762,8,97,343
219,9299600_5556000,0.0,0,6,136
220,8493200_5767600,0.10526315789473684,14,119,633
221,9148400_5820000,0.09090909090909091,1,10,237
222,8367600_5549200,0.012048192771084338,1,82,12
223,9145200_5818800,0.0,0,2,580
224,8334000_5494800,0.03125,1,31,6
225,9155200_5814000,0.10294117647058823,7,61,74
226,8289600_5498800,0.16417910447761194,11,56,227
227,8490000_5774000,0.2,3,12,73
228,8498800_5765600,0.09876543209876543,8,73,316
229,9150800_5820400,0.09195402298850575,8,79,437
230,8954400_5842000,0.13432835820895522,9,58,123
231,9366800_5527200,0.1,7,63,80
232,8590400_5538000,0.1111111111111111,8,64,158
233,9068400_5681600,0.07407407407407407,2,25,131
234,8493200_5769200,0.21019108280254778,33,124,99
235,9362400_5520400,0.0,0,1,15
236,9060000_5679600,0.3333333333333333,1,2,21
237,8492400_5772400,0.17647058823529413,18,84,252
238,8336400_5492000,0.03409090909090909,3,85,80
239,9153200_5818800,0.1111111111111111,4,32,78
240,9059600_5686400,0.11538461538461539,3,23,133
241,8491600_5775600,0.0,0,0,3
242,8491200_5771600,0.5,1,1,18
243,8589200_5533200,0.038461538461538464,1,25,48
244,8289200_5497200,0.27586206896551724,32,84,82
245,9270800_5667600,0.019230769230769232,1,51,77
246,8590400_5535200,0.14375,23,137,264
247,8588400_5627600,0.04,1,24,102
248,9057600_5684000,0.038461538461538464,1,25,122
249,8337200_5492400,0.08108108108108109,6,68,83
250,9149600_5815200,0.07017543859649122,4,53,135
251,8509200_5765200,0.029411764705882353,2,66,595
252,9063600_5682800,0.07317073170731707,3,38,117
253,9296400_5558800,0.13414634146341464,11,71,159
254,9277600_5860000,0.0,0,0,17
255,8865200_5686400,0.03278688524590164,8,236,51
256,9601200_6071600,0.07006369426751592,11,146,207
257,9149600_5816800,0.3967391304347826,73,111,192
258,9062800_5688400,0.10526315789473684,2,17,78
259,8493200_5777200,0.2524271844660194,26,77,78
260,9147200_5816800,0.15151515151515152,5,28,260
261,9365200_5528800,0.0,0,0,15
262,9283200_5867600,0.041666666666666664,2,46,12
263,9152000_5810400,0.0,0,12,23
264,8593600_5530800,0.06756756756756757,5,69,464
265,9055600_5687600,0.0,0,27,56
266,9067200_5681600,0.05555555555555555,3,51,260
267,9153600_5816400,0.0,0,13,3
268,8491200_5769600,0.18120805369127516,27,122,385
269,9280400_5674400,0.05,1,19,75
270,9067200_5679200,0.0,0,8,4
271,9159200_5816400,0.08,2,23,262
272,9154800_5815200,0.08333333333333333,7,77,323
273,9364000_5516000,0.11363636363636363,5,39,56
274,9276800_5870400,0.020202020202020204,2,97,35
275,9372400_5526800,0.0,0,0,232
276,8507600_5772400,0.11764705882352941,12,90,475
277,9065200_5682000,0.16666666666666666,6,30,109
278,8335600_5496000,0.0,0,21,2
279,8288400_5496000,0.06349206349206349,8,118,397
280,8338000_5493600,0.19444444444444445,14,58,16
281,9064000_5680000,0.15625,5,27,14
282,8367600_5548000,0.0,0,66,2
283,9269600_5672400,0.0,0,21,127
284,8334800_5492400,0.06896551724137931,4,54,37
285,9364400_5525200,0.0625,1,15,21
286,8814800_5992400,0.0,0,46,41
287,9376800_5528800,0.12244897959183673,6,43,127
288,9066400_5685600,0.38095238095238093,16,26,59
289,9062000_5679600,0.11320754716981132,6,47,299
290,9274800_5862800,0.020833333333333332,2,94,320
291,8490000_5772800,0.075,6,74,375
292,8491200_5771200,0.1896551724137931,22,94,211
293,9272000_5676400,0.034482758620689655,1,28,147
294,9268000_5670000,0.07692307692307693,4,48,63
295,8596000_5534000,0.3170731707317073,13,28,147
296,9600000_6072400,0.17117117117117117,19,92,64
297,8334000_5492400,0.03125,1,31,8
298,8291600_5496800,0.08737864077669903,9,94,97
299,9067600_5682000,0.1388888888888889,5,31,60
300,9066400_5678400,0.0,0,11,37
301,9276000_5676000,0.0,0,5,5
302,8590400_5632800,0.03125,1,31,214
303,8953600_5841600,0.1889763779527559,24,103,227
304,9057600_5686400,0.5277777777777778,19,17,17
305,9066800_5680000,0.05405405405405406,2,35,122
306,8488800_5772000,0.14814814814814814,4,23,142
307,9294000_5554000,0.0,0,4,15
308,9370800_5526000,0.0,0,19,30
309,9153200_5819600,0.25,36,108,141
310,8825600_5991200,0.17647058823529413,6,28,63
311,9062400_5684000,0.25806451612903225,8,23,73
312,9070000_5689600,0.0,0,0,147
313,8495200_5773200,0.3559322033898305,42,76,337
314,9154800_5818400,0.0,0,18,39
315,8492400_5774400,0.09090909090909091,8,80,365
316,9373600_5521600,0.0,0,2,8
317,8334800_5496800,0.0,0,33,6
318,8337600_5490800,0.0,0,34,15
319,9147600_5818400,0.14942528735632185,13,74,170
320,8368000_5548800,0.044444444444444446,2,43,6
321,9064400_5680400,0.08333333333333333,3,33,51
322,8370400_5548000,0.0,0,4,21
323,8494000_5774000,0.18627450980392157,19,83,313
324,9598800_6072800,0.022727272727272728,1,43,36
325,9158800_5812800,0.0,0,2,35
326,9292800_5563600,0.125,2,14,83
327,9158000_5816400,0.125,2,14,5
328,9280000_5864000,0.05555555555555555,3,51,22
329,8338400_5492800,0.0,0,31,3
330,9363600_5524800,0.0,0,24,26
331,8597200_5538800,0.13675213675213677,16,101,353
332,9270800_5673600,0.0,0,2,31
333,8501200_5767200,0.09523809523809523,8,76,312
334,9362800_5521200,0.125,1,7,10
335,9281200_5674000,0.03508771929824561,2,55,190
336,9602800_6072400,0.12380952380952381,13,92,169
337,8582400_5539200,0.25,1,3,33
338,8493200_5774400,0.2,23,92,322
339,8493600_5776000,0.11864406779661017,7,52,329
340,8596800_5537200,0.058823529411764705,3,48,94
341,8336000_5490800,0.0,0,19,65
342,9062000_5690800,0.0,0,3,16
343,8493200_5772400,0.27358490566037735,29,77,241
344,8489600_5773200,0.3333333333333333,1,2,16
345,9275600_5864400,0.19117647058823528,26,110,159
346,9060800_5680000,0.05263157894736842,1,18,73
347,9375200_5530000,0.0,0,5,27
348,8287600_5499200,0.0851063829787234,4,43,168
349,9066400_5678800,0.0,0,0,172
350,8291600_5496400,0.19008264462809918,23,98,32
351,9371200_5529200,0.2777777777777778,5,13,45
352,9071200_5684800,0.0,0,7,42
353,8368400_5550400,0.07777777777777778,7,83,28
354,9275600_5674800,0.043478260869565216,1,22,46
355,8827200_5994800,0.25925925925925924,7,20,20
356,9156400_5814000,0.06451612903225806,2,29,15
357,8862400_5687600,0.0,0,1,12
358,9300400_5558800,0.05555555555555555,1,17,139
359,8492800_5772400,0.19827586206896552,23,93,286
360,9144800_5822400,0.1,1,9,108
361,9065600_5682400,0.13333333333333333,4,26,75
362,8826800_5995200,0.16666666666666666,2,10,8
363,8290800_5497200,0.12643678160919541,11,76,332
364,9280000_5676000,0.09090909090909091,1,10,72
365,9060000_5682000,0.17647058823529413,3,14,47
366,8291600_5495600,0.041666666666666664,4,92,266
367,8591600_5533200,0.125,2,14,155
368,8508400_5762400,0.0,0,0,206
369,8814000_5994000,0.10526315789473684,4,34,87
370,8492800_5775200,0.15789473684210525,15,80,502
371,8367200_5550400,0.0,0,49,3
372,8366800_5549200,0.01098901098901099,1,90,4
373,9062000_5685600,0.13043478260869565,6,40,130
374,9280000_5672800,0.1223021582733813,17,122,176
375,8829200_5991600,0.0,0,23,7
376,9280000_5872000,0.0,0,63,2
377,8593200_5633600,0.0,0,0,35
378,9374800_5528400,0.125,4,28,142
379,9282400_5872800,0.0,0,141,14
380,8816000_5990400,0.11267605633802817,16,126,276
381,9150400_5812800,0.4,2,3,54
382,9159600_5820000,0.0,0,0,438
383,9273200_5666000,0.0,0,10,1
384,9154800_5822400,0.08695652173913043,2,21,43
385,9607200_6073200,0.10526315789473684,6,51,86
386,9299200_5556000,0.0,0,1,4
387,9149200_5820400,0.0,0,11,374
388,9154800_5811200,0.08653846153846154,9,95,526
389,8595600_5533600,0.16666666666666666,1,5,11
390,9069200_5688800,0.06060606060606061,2,31,132
391,8495200_5768400,0.16279069767441862,7,36,87
392,8495600_5766000,0.10204081632653061,5,44,94
393,9270400_5668800,0.06944444444444445,5,67,130
394,9060000_5682400,0.10869565217391304,5,41,150
395,9602800_6069200,0.0782608695652174,9,106,40
396,8495200_5769600,0.2872340425531915,27,67,287
397,9055600_5682800,0.08333333333333333,1,11,27
398,8830400_5992400,0.0,0,9,7
399,8489200_5774400,0.09090909090909091,1,10,37
400,8336400_5492400,0.15584415584415584,12,65,65
401,9066800_5682000,0.1836734693877551,9,40,169
402,9064800_5682000,0.25925925925925924,14,40,110
403,9372800_5522000,0.06060606060606061,2,31,108
404,8494800_5773600,0.18867924528301888,30,129,193
405,9370000_5517600,0.10714285714285714,3,25,93
406,8584800_5544800,0.20108695652173914,37,147,506
407,9270000_5669600,0.0,0,13,9
408,9068000_5679200,0.11320754716981132,6,47,219
409,8815600_5995200,0.15384615384615385,12,66,73
410,8334000_5491200,0.01818181818181818,1,54,8
411,9274800_5865600,0.22580645161290322,35,120,221
412,9063600_5682400,0.17777777777777778,8,37,90
413,9057200_5684000,0.0,0,6,70
414,9266800_5673200,0.0,0,0,14
415,9063600_5679600,0.0,0,4,41
416,9275200_5676800,0.0,0,0,126
417,9267200_5668400,0.08333333333333333,1,11,7
418,8494800_5779600,0.17142857142857143,12,58,94
419,9144800_5822000,0.0,0,21,25
420,8290400_5496800,0.16666666666666666,16,80,226
421,8338800_5492800,0.0,0,13,10
422,9064000_5684000,0.11904761904761904,5,37,125
423,9156400_5816000,0.15294117647058825,13,72,125
424,9065600_5684800,0.32432432432432434,24,50,56
425,9367600_5529600,0.14285714285714285,1,6,7
426,8495200_5778000,0.625,5,3,17
427,9064000_5683200,0.15254237288135594,9,50,85
428,9153600_5811200,0.125,16,112,144
429,8504000_5770000,0.10619469026548672,12,101,169
430,9154400_5819600,0.0963855421686747,16,150,742
431,8594800_5630400,0.20512820512820512,8,31,208
432,9272800_5865200,0.07692307692307693,2,24,114
433,9294000_5564800,0.0975609756097561,4,37,153
434,8814400_5991200,0.07954545454545454,7,81,118
435,8591200_5632800,0.09523809523809523,2,19,184
436,9060400_5682800,0.0,0,22,20
437,8820000_5997200,0.26865671641791045,18,49,205
438,8496000_5775600,0.1346153846153846,14,90,217
439,9157600_5815200,0.06521739130434782,3,43,304
440,9068000_5687600,0.0,0,0,1
441,9068400_5679600,0.0,0,0,5
442,8494400_5775200,0.053691275167785234,8,141,778
443,8495200_5772000,0.32653061224489793,48,99,378
444,9270800_5675600,0.07692307692307693,2,24,155
445,9370000_5522400,0.19117647058823528,13,55,57
446,8583600_5537600,0.0,0,3,5
447,9293200_5560800,0.07692307692307693,4,48,116
448,9071200_5682400,0.045454545454545456,1,21,104
449,9067200_5680400,0.23809523809523808,5,16,86
450,9149600_5815600,0.12987012987012986,10,67,203
451,9364000_5516400,0.05357142857142857,3,53,59
452,8506400_5766800,0.07216494845360824,7,90,748
453,9067600_5684800,0.0,0,0,2
454,8593600_5631200,0.15384615384615385,10,55,297
455,9061600_5690800,0.0,0,7,95
456,9054000_5685600,0.3902439024390244,16,25,63
457,9062800_5678400,0.0,0,1,1
458,9601200_6069200,0.10377358490566038,11,95,277
459,9066000_5680000,0.35135135135135137,13,24,88
460,8494800_5776800,0.10810810810810811,12,99,383
461,8494000_5776400,0.0873015873015873,11,115,441
462,8582800_5542400,0.31,31,69,154
463,9302800_5562000,0.0,0,8,46
464,8491200_5768000,0.13953488372093023,6,37,105
465,9273200_5673600,0.16091954022988506,14,73,133
466,9151200_5812400,0.029411764705882353,1,33,266
467,8490400_5775200,0.06818181818181818,6,82,320
468,9059600_5689600,0.13333333333333333,2,13,65
469,8496000_5778000,0.08333333333333333,6,66,301
470,8820800_5990800,0.0,0,7,74
471,8335200_5491200,0.08,2,23,21
472,8827600_5995200,0.09803921568627451,5,46,75
473,8494000_5766800,0.10416666666666667,15,129,717
474,8334400_5494400,0.11538461538461539,3,23,4
475,9368800_5518000,0.0625,1,15,126
476,9361200_5525600,0.36363636363636365,4,7,17
477,9276400_5664800,0.021739130434782608,1,45,243
478,9365600_5528800,0.2,2,8,2
479,8500000_5770800,0.2430939226519337,44,137,374
480,8335600_5490400,0.0,0,10,11
481,9056000_5686400,0.06896551724137931,2,27,44
482,8495200_5771200,0.14432989690721648,14,83,221
483,9279600_5873200,0.0,0,45,1
484,9060800_5678400,0.0,0,12,32
485,8291600_5499200,0.13725490196078433,14,88,236
486,8366000_5547600,0.4342105263157895,33,43,45
487,8504800_5768000,0.064,8,117,579
488,9067600_5685600,0.09090909090909091,1,10,60
489,9609200_6074400,0.0,0,24,76
490,8591200_5538800,0.18181818181818182,2,9,9
491,9062800_5684000,0.037037037037037035,1,26,95
492,9069200_5682400,0.034482758620689655,1,28,187
493,9154400_5811200,0.029850746268656716,2,65,66
494,9368400_5524000,0.1111111111111111,4,32,50
495,9278800_5861600,0.07692307692307693,1,12,347
496,9062000_5683600,0.2653061224489796,13,36,162
497,9272800_5669200,0.07142857142857142,3,39,41
498,9362000_5521200,0.0,0,0,263
499,9067200_5686400,0.08571428571428572,6,64,191
500,9295600_5561200,0.23809523809523808,25,80,146
501,8286800_5495600,0.15384615384615385,4,22,204
502,9058800_5688400,0.0,0,0,2
503,9061200_5689200,0.1,1,9,21
504,9062800_5679200,0.13513513513513514,5,32,186
505,9298800_5560400,0.08888888888888889,4,41,22
506,9066000_5688400,0.0,0,0,9
507,9362800_5524000,0.02040816326530612,1,48,76
508,8587200_5541200,0.45348837209302323,39,47,74
509,8495200_5776000,0.13793103448275862,12,75,202
510,9061600_5680800,0.1320754716981132,7,46,205
511,8496800_5774800,0.19148936170212766,18,76,163
512,8821200_5991600,0.08695652173913043,2,21,161
513,9295200_5558800,0.33507853403141363,64,127,133
514,9145600_5819600,0.0,0,2,4
515,9060800_5682400,0.3333333333333333,24,48,106
516,9064400_5683600,0.075,3,37,221
517,9281200_5871600,0.0641025641025641,5,73,14
518,8827200_5992800,0.0,0,36,55
519,8367200_5548800,0.0,0,77,6
520,8289600_5494800,0.09782608695652174,9,83,288
521,9060800_5687600,0.325,13,27,88
522,9060400_5684800,0.2328767123287671,17,56,143
523,9148000_5814800,0.09090909090909091,4,40,211
524,9277200_5872400,0.018292682926829267,3,161,92
525,8494000_5771600,0.2698412698412698,17,46,180
526,9277600_5672800,0.0,0,5,13
527,9283200_5865600,0.05405405405405406,4,70,135
528,8822800_5995600,0.23076923076923078,6,20,43
529,9063200_5679600,0.10344827586206896,3,26,141
530,9372800_5526800,0.0,0,34,106
531,9063200_5685600,0.06666666666666667,2,28,89
532,8493200_5772000,0.0,0,10,8
533,9062800_5684800,0.36585365853658536,15,26,57
534,9058400_5688000,0.0,0,0,1
535,8337200_5493200,0.04819277108433735,8,158,51
536,9281600_5869200,0.10344827586206896,9,78,58
537,8826400_5991600,0.0,0,8,99
538,9278800_5872000,0.0,0,37,3
539,8335200_5494000,0.125,6,42,67
540,8288400_5495600,0.13953488372093023,6,37,68
541,9292800_5558800,0.0,0,9,39
542,9064800_5688800,0.05128205128205128,2,37,223
543,8593200_5538400,0.20408163265306123,30,117,415
544,9143600_5820400,0.16666666666666666,1,5,143
545,9071600_5682400,0.13725490196078433,7,44,301
546,8951600_5842800,0.03225806451612903,2,60,141
547,9152400_5817200,0.4251968503937008,108,146,298
548,9063200_5690000,0.08823529411764706,3,31,45
549,8863600_5686400,0.2,6,24,42
550,9364400_5514000,0.0,0,24,45
551,9364800_5516400,0.10416666666666667,5,43,119
552,8289600_5498000,0.0948905109489051,13,124,305
553,8492000_5770000,0.10569105691056911,13,110,547
554,8291200_5497200,0.08791208791208792,8,83,287
555,8492000_5771200,0.2072072072072072,23,88,228
556,8492800_5773600,0.17218543046357615,26,125,161
557,8368800_5549600,0.0,0,32,11
558,8366400_5548000,0.1375,11,69,29
559,8506400_5768400,0.08695652173913043,6,63,384
560,9376400_5529200,0.11363636363636363,5,39,86
561,9273600_5676400,0.0,0,21,147
562,8338000_5491200,0.02040816326530612,1,48,20
563,9065600_5688800,0.0,0,0,120
564,8368800_5548800,0.0847457627118644,5,54,9
565,8508000_5767200,0.0,0,47,261
566,9058000_5681200,0.0,0,0,2
567,9287600_5867200,0.0,0,87,1
568,9069200_5683200,0.14285714285714285,3,18,46
569,8505200_5771600,0.06611570247933884,8,113,734
570,9061200_5689600,0.6666666666666666,2,1,9
571,8492400_5777200,0.03529411764705882,3,82,351
572,9062400_5678400,0.0,0,0,71
573,8289200_5498000,0.12857142857142856,18,122,255
574,9365200_5525200,0.0625,3,45,25
575,8291200_5498400,0.06741573033707865,6,83,261
576,8337200_5494400,0.0,0,16,3
577,9072400_5684800,0.0,0,3,37
578,8497600_5765200,0.2158273381294964,30,109,248
579,8493200_5773600,0.16666666666666666,21,105,207
580,9152000_5811600,0.08235294117647059,7,78,239
581,9062400_5681600,0.1111111111111111,3,24,42
582,9279200_5873600,0.0,0,63,6
583,9059200_5690800,0.0,0,10,5
584,9372400_5524400,0.0,0,2,27
585,8286800_5497200,0.047619047619047616,1,20,51
586,9145200_5820000,0.0,0,0,1
587,8492000_5768400,0.26881720430107525,25,68,90
588,9298000_5564000,0.0,0,12,1
589,8490800_5772800,0.1125,9,71,146
590,9367200_5518000,0.0,0,15,1
591,9364400_5519600,0.1643835616438356,12,61,89
592,9152800_5822000,0.136986301369863,10,63,152
593,9302000_5556800,0.1111111111111111,3,24,76
594,9274400_5861600,0.012987012987012988,1,76,49
595,9153200_5822800,0.0,0,1,8
596,8864000_5688000,0.0,0,7,1
597,9364800_5524400,0.21666666666666667,13,47,85
598,9154000_5815200,0.12962962962962962,7,47,211
599,8812000_5990000,0.1875,3,13,158
600,8291600_5496000,0.075,6,74,171
601,9362000_5525200,0.21212121212121213,14,52,42
