,0
1051,0.73438483
1052,0.8173323
1053,0.9478648
1054,0.5998641
1055,0.40943682
1056,0.72746116
1057,0.66029227
1058,0.2790426
1059,0.583638
1060,0.69132704
1061,0.70044965
1062,1.0218952
1063,1.1170852
1064,0.62826705
1065,0.65330255
1066,0.49462005
1067,0.87998945
1068,0.8875224
1069,0.60185343
1070,0.4800574
1071,0.52221256
1072,0.4449608
1073,0.47264415
1074,0.62049705
1075,0.6106066
1076,0.8311063
1077,1.0310861
1078,0.77793324
1079,0.75255287
1080,0.43405482
1081,0.6009066
1082,0.7414586
1083,0.35208535
1084,0.823389
1085,0.9724449
1086,0.7205753
1087,0.30300158
1088,0.49462974
1089,0.97842896
1090,0.96525264
1091,0.8862168
1092,0.6534449
1093,0.73025614
1094,0.65639126
1095,0.83537376
1096,0.7532777
1097,0.66354275
1098,0.8102743
1099,0.7752691
1100,0.40363294
1101,0.870465
1102,0.565631
1103,0.9201377
1104,0.70585984
1105,0.76627403
1106,0.6326338
1107,0.3612787
1108,0.8146158
1109,0.56920224
1110,0.693202
1111,0.7471898
1112,0.870413
1113,0.89415115
1114,0.8776687
1115,0.89899665
1116,0.79409957
1117,0.58745474
1118,0.46191248
1119,0.66225076
1120,0.6775626
1121,0.6866149
1122,0.4724851
1123,0.223976
1124,0.262943
1125,0.37416962
1126,0.7666751
1127,0.68828213
1128,0.58133805
1129,0.9031212
1130,0.79058826
1131,0.6625156
1132,0.5474622
1133,0.6967341
1134,1.3567339
1135,1.1454636
1136,0.778096
1137,0.7822614
1138,0.62404925
1139,0.5964016
1140,0.93915826
1141,0.90742886
1142,0.5883922
1143,0.7857891
1144,0.72276235
1145,0.6961353
1146,0.67257226
1147,0.80037445
1148,0.5964299
1149,0.2175154
1150,0.08769584
1151,0.27042848
1152,0.22263893
1153,0.16905661
1154,0.4137081
1155,0.340315
1156,0.53351116
1157,0.6081834
1158,0.6604021
1159,0.7561008
1160,0.93217206
1161,0.9157979
1162,0.66794527
1163,0.7712
1164,0.6959677
1165,0.6919293
1166,0.52319545
1167,0.63322353
1168,0.5864203
1169,0.33386412
1170,0.5344428
1171,0.9990151
1172,0.7167756
1173,0.6028592
1174,0.0
1175,0.0
1176,0.3549124
1177,0.0
1178,0.9140506
1179,1.1800731
1180,2.80226
1181,2.0936708
1182,0.77097315
1183,0.7848794
1184,0.47455075
1185,0.60455084
1186,0.6092342
1187,0.71248275
1188,0.7998222
1189,0.5887302
1190,0.7065862
1191,0.6739709
1192,0.55076534
1193,0.8819274
1194,0.9221018
1195,0.8607355
1196,0.48836544
1197,0.012742543
1198,0.05191128
1199,0.040126715
1200,17.436441
1201,1.0704291
1202,0.96882653
1203,0.813164
1204,0.34216672
1205,0.52682686
1206,0.6933835
1207,0.65516406
1208,0.8972905
1209,1.0260223
1210,0.73752254
1211,0.9885399
1212,0.7069889
1213,0.79806954
1214,0.4552754
1215,0.5329392
1216,0.46271536
1217,0.10722891
1218,0.0321489
1219,0.0
1220,0.702765
1221,1.0316495
1222,0.60210305
1223,0.57884556
1224,0.4355603
1225,0.33093342
1226,0.5555068
1227,0.5995437
1228,0.79387075
1229,0.85482866
1230,0.86536396
1231,0.5390061
1232,0.6931084
1233,0.82258886
1234,0.65249336
1235,0.58448625
1236,0.38164014
1237,0.41
1238,0.51985306
1239,0.2158809
1240,0.0882353
1241,0.60508543
1242,0.7298377
1243,0.7130012
1244,0.63028765
1245,0.8064478
1246,0.49527463
1247,0.5801712
1248,0.8371799
1249,0.95804054
1250,0.4251017
1251,0.29383472
1252,0.5224471
1253,0.63555604
1254,0.5141853
1255,0.3018478
1256,0.20918368
1257,0.020838266
1258,0.11564626
1259,0.08159393
1260,0.74903476
1261,0.61723137
1262,0.4703984
1263,0.4991858
1264,0.4941856
1265,0.5444616
1266,0.64778674
1267,0.3737787
1268,0.38991204
1269,0.43892616
1270,0.6844976
1271,0.78194606
1272,0.28504184
1273,0.00039936102
1274,0.0
1275,0.52874297
1276,0.5379641
1277,0.56792974
1278,0.49476576
1279,0.6640216
1280,0.5005408
1281,0.09339642
1282,0.42940375
1283,0.22986132
1284,0.0
1285,0.0
1286,0.0
1287,0.026279863
1288,0.35860765
1289,0.6435279
1290,0.62964714
1291,0.46891984
1292,0.42634526
1293,0.13257657
1294,0.013090043
1295,0.0
1296,0.560457
1297,0.6413213
1298,0.69819516
1299,0.28740606
1300,0.013314646
1301,0.6816821
1302,0.79332757
1303,0.44048038
1304,0.25730994
1305,0.5546907
1306,0.88365453
1307,0.85801023
1308,0.91355765
1309,0.5959935
1310,0.8498988
1311,0.64829725
1312,0.8851196
1313,0.76019776
1314,0.9091157
1315,0.5415433
1316,0.59263945
1317,1.2112541
1318,0.7391223
1319,0.8053779
1320,0.5233005
1321,0.6772356
1322,0.53874254
1323,0.61056376
1324,0.66920316
1325,0.7379923
1326,0.7319609
1327,1.0314136
1328,1.0746922
1329,0.78718954
1330,0.7783046
1331,0.60426694
1332,0.5973522
1333,0.7668568
1334,0.7737215
1335,0.7892493
1336,0.9124579
1337,0.85381913
1338,0.77978903
1339,0.6499889
1340,0.80900884
1341,0.731153
1342,0.7285257
1343,0.6693114
1344,0.76445395
1345,0.4566894
1346,0.7148083
1347,0.60512596
1348,0.7197021
1349,0.7072368
1350,0.8578918
1351,0.683643
1352,0.2669534
1353,0.5969234
1354,0.45725968
1355,0.5754505
1356,0.7569227
1357,0.67412454
1358,0.3458659
1359,0.51995015
1360,0.6324302
1361,0.57384706
1362,0.5481106
1363,0.39889613
1364,0.82810366
1365,0.92405486
1366,1.1795943
1367,0.6319396
1368,0.71692747
1369,0.8467415
1370,0.8381469
1371,0.64704835
1372,0.7208308
1373,0.8733632
1374,0.788823
1375,0.436801
1376,0.8564318
1377,0.8977868
1378,0.5010264
1379,0.3552879
1380,0.7582055
1381,0.51295435
1382,0.43973848
1383,0.6444929
1384,0.5316159
1385,0.23523523
1386,0.37832513
1387,2.602528
1388,0.65384614
1389,6.7063293
1390,1.0253807
1391,1.3261601
1392,0.9716636
1393,1.3806907
1394,0.9977156
1395,0.41715628
1396,0.37270877
1397,0.87383175
1398,0.61078095
1399,0.76040655
1400,1.1574875
1401,0.3171875
1402,0.77697843
1403,1.0371761
1404,0.69968665
1405,0.70717585
1406,7.516667
1407,3.0342858
1408,1.9933078
1409,1.235849
1410,0.9104762
1411,1.1083604
1412,0.883587
1413,0.8599316
1414,1.510942
1415,0.8832098
1416,0.77923477
1417,2.7492957
1418,2.3796058
1419,1.7408072
1420,0.7862069
1421,0.8981207
1422,1.157258
1423,0.6514603
1424,0.8167658
1425,0.6216761
1426,0.7712734
1427,0.72919416
1428,0.8607011
1429,0.6141249
1430,0.89920425
1431,0.7609188
1432,0.82226485
1433,0.64533037
1434,1.081876
1435,1.1841769
1436,0.9090086
1437,0.7133707
1438,0.8459069
1439,0.65343827
1440,0.7427
1441,0.77139366
1442,0.72686565
1443,0.5897105
1444,0.9445823
1445,0.31041777
1446,0.77041835
1447,0.74539024
1448,0.36796948
1449,0.6387066
1450,0.49315444
1451,0.7013121
1452,0.8422923
1453,1.4315515
1454,0.87830347
1455,0.72191715
1456,0.81492406
1457,0.9409357
1458,0.75549185
1459,0.9081332
1460,0.67279726
1461,0.76232576
1462,1.1286361
1463,0.8210063
1464,0.36589208
1465,0.5007874
1466,2.6130953
1467,0.11357702
1468,0.4812132
1469,0.6035787
1470,0.7183623
1471,0.7033995
1472,0.68800914
1473,0.61242026
1474,0.7391185
1475,0.7871735
1476,0.62631685
1477,0.57055086
1478,0.915212
1479,0.9490858
1480,0.9290288
1481,1.5290611
1482,0.6293144
1483,1.0018382
1484,0.4151954
1485,0.7767634
1486,0.7419856
1487,0.7728979
1488,0.91357076
1489,0.80697817
1490,1.6106755
1491,0.6326952
1492,0.6005605
1493,0.69681
1494,0.638959
1495,0.7604403
1496,0.8582197
1497,1.0405117
1498,0.8336942
1499,0.90413034
1500,0.39341694
1501,0.1874794
1502,0.5893412
1503,0.6647507
1504,0.30001214
1505,0.64521194
1506,0.51345533
1507,0.4963388
1508,1.0015732
1509,0.84461325
1510,0.59933823
1511,0.658226
1512,0.5851793
1513,0.8947368
1514,1.3088083
1515,0.6937584
1516,0.53637815
1517,0.90243375
1518,0.09631323
1519,0.45709947
1520,0.63803965
1521,0.77093464
1522,0.22281253
1523,0.47970816
1524,0.6251983
1525,0.62101406
1526,0.4795107
1527,0.9163312
1528,0.6304557
1529,0.6187685
1530,0.6947923
1531,0.46531075
1532,0.2778268
1533,1.0377834
1534,0.88033473
1535,0.73143196
1536,2.7304075
1537,0.5272237
1538,0.76292133
1539,0.05287671
1540,0.5119617
1541,0.6239358
1542,0.42185184
1543,0.37517822
1544,0.51069564
1545,0.7637786
1546,0.60664207
1547,0.25225544
1548,0.62371904
1549,0.6012165
1550,0.6353585
1551,0.8281808
1552,0.48274773
1553,0.29639888
1554,0.8336299
1555,0.88
1556,0.8121402
1557,0.90122914
1558,0.7797732
1559,0.92277855
1560,0.41786903
1561,0.4018754
1562,0.46897545
1563,0.5304896
1564,0.39874965
1565,0.5244255
1566,0.6551493
1567,0.57030034
1568,0.44422334
1569,0.15403213
1570,0.5747162
1571,0.6361559
1572,0.5597984
1573,0.5793667
1574,0.84857756
1575,0.9947722
1576,1.0132693
1577,0.93986726
1578,1.1064212
1579,0.96879435
1580,0.40229884
1581,0.5781053
1582,0.31942108
1583,0.67629886
1584,0.74188703
1585,0.9967969
1586,0.4305341
1587,0.48038977
1588,0.3794299
1589,0.39267468
1590,0.6154184
1591,0.6376328
1592,0.5205732
1593,0.5149825
1594,0.28445163
1595,0.76201963
1596,0.6159347
1597,0.35086295
1598,0.25785714
1599,0.33679754
1600,0.9278856
1601,0.73541546
1602,1.3694011
1603,0.974359
1604,0.57355374
1605,0.27602816
1606,0.3006771
1607,0.70917493
1608,0.679089
1609,1.3597826
1610,1.1329285
1611,0.7073782
1612,0.6774778
1613,0.71945965
1614,0.75512403
1615,0.3572831
1616,0.4492128
1617,0.3788256
1618,0.65294665
1619,0.6503011
1620,0.67338526
1621,0.4503577
1622,0.8434635
1623,0.5244303
1624,0.7932899
1625,0.25699684
1626,0.24053451
1627,0.37969127
1628,0.7288136
1629,0.8886225
1630,0.54490805
1631,0.40095922
1632,0.89541984
1633,0.56600165
1634,0.6001585
1635,0.8065663
1636,0.74618095
1637,0.8226601
1638,0.8828198
1639,0.48518416
1640,0.6618671
1641,0.73623306
1642,0.41033235
1643,0.47419015
1644,0.8492954
1645,0.65429646
1646,0.77387935
1647,0.5353774
1648,0.5373524
1649,0.62892413
1650,0.5229817
1651,0.67620605
1652,0.35075885
1653,0.59337115
1654,0.6462274
1655,0.2864675
1656,0.23914495
1657,0.61826444
1658,0.6761488
1659,0.6066893
1660,0.8938514
1661,1.1919006
1662,0.85336137
1663,0.6400709
1664,0.8316078
1665,0.96107364
1666,0.76695436
1667,0.64751184
1668,0.71451104
1669,0.18351254
1670,0.4596547
1671,0.5766496
1672,0.58501786
1673,0.64349467
1674,0.7100737
1675,0.52170604
1676,0.8102447
1677,0.6625245
1678,0.6641229
1679,0.6946157
