,Loc ID,Accuracy,n_in,n_out,n_gt
152,8820400_5991200,0.08602150537634409,8,85,284
153,9062400_5680400,0.1348314606741573,12,77,93
154,9151600_5817600,0.30701754385964913,35,79,343
155,8290800_5496000,0.171875,22,106,135
156,8491600_5769600,0.147239263803681,24,139,409
157,8288400_5498400,0.12307692307692308,16,114,302
158,9153600_5820400,0.10778443113772455,18,149,218
159,8500400_5769600,0.2483221476510067,37,112,328
160,8287600_5498400,0.03225806451612903,4,120,239
161,8491600_5772000,0.07079646017699115,8,105,284
162,9376800_5526800,0.0,0,13,20
163,8505200_5766800,0.06923076923076923,9,121,795
164,9267200_5672800,0.0,0,10,20
165,8368000_5549200,0.061224489795918366,9,138,171
166,8592400_5536400,0.03571428571428571,1,27,156
167,8584400_5542000,0.18604651162790697,48,210,417
168,8814800_5995600,0.25,33,99,99
169,9298800_5553600,0.1111111111111111,1,8,27
170,9065200_5688000,0.16666666666666666,10,50,121
171,9054800_5682000,0.0,0,12,37
172,9145200_5819200,0.0,0,37,106
173,8493600_5767200,0.10204081632653061,15,132,599
174,9364400_5517200,0.03875968992248062,5,124,90
175,8496400_5769200,0.29045643153526973,70,171,479
176,9266000_5671600,0.015625,1,63,222
177,8499200_5768400,0.21264367816091953,37,137,51
178,9378000_5522800,0.0,0,19,34
179,8495200_5774800,0.09448818897637795,12,115,222
180,9290800_5555600,0.0,0,29,115
181,9372800_5529200,0.0784313725490196,4,47,64
182,9061200_5685600,0.2079207920792079,21,80,130
183,8336000_5495600,0.045454545454545456,3,63,4
184,9280000_5869200,0.07692307692307693,1,12,71
185,8336400_5490800,0.019230769230769232,1,51,16
186,8494800_5772400,0.34911242603550297,59,110,306
187,9062800_5686400,0.14942528735632185,13,74,157
188,9064800_5683200,0.13559322033898305,8,51,156
189,8589600_5631200,0.2072072072072072,23,88,183
190,8368000_5548400,0.00980392156862745,1,101,3
191,9063600_5686400,0.09259259259259259,5,49,147
192,9067600_5678800,0.0,0,35,119
193,9062400_5691200,0.0,0,0,246
194,9065600_5680000,0.0,0,0,1
195,9279600_5865600,0.16666666666666666,23,115,162
196,9060400_5682000,0.0,0,18,14
197,9298000_5559600,0.06741573033707865,6,83,162
198,9275600_5672000,0.2,18,72,22
199,9603200_6072000,0.14414414414414414,16,95,233
200,9150000_5819200,0.16666666666666666,1,5,227
201,8587600_5546000,0.06896551724137931,2,27,66
202,9273600_5666400,0.12,3,22,24
203,9146800_5822400,0.054945054945054944,5,86,305
204,9283600_5871600,0.00980392156862745,3,303,13
205,9301600_5562400,0.0,0,32,68
206,9152800_5812800,0.26881720430107525,25,68,104
207,9070800_5687600,0.0,0,0,96
208,8508000_5770800,0.015037593984962405,2,131,533
209,9057200_5687600,0.15384615384615385,6,33,161
210,9274800_5668400,0.0392156862745098,2,49,84
211,8590800_5628400,0.37373737373737376,74,124,245
212,8494000_5775600,0.16580310880829016,32,161,335
213,9068000_5678400,0.19047619047619047,8,34,99
214,9066400_5680400,0.05405405405405406,2,35,143
215,8334400_5492800,0.0,0,136,3
216,8488800_5771200,0.203125,13,51,228
217,8596000_5538000,0.0,0,10,6
218,8491200_5768800,0.07339449541284404,8,101,343
219,9299600_5556000,0.0,0,9,136
220,8493200_5767600,0.16666666666666666,29,145,633
221,9148400_5820000,0.041666666666666664,3,69,237
222,8367600_5549200,0.008333333333333333,1,119,12
223,9145200_5818800,0.45,9,11,580
224,8334000_5494800,0.01904761904761905,2,103,6
225,9155200_5814000,0.14035087719298245,16,98,74
226,8289600_5498800,0.07142857142857142,7,91,227
227,8490000_5774000,0.25,6,18,73
228,8498800_5765600,0.07339449541284404,8,101,316
229,9150800_5820400,0.08695652173913043,8,84,437
230,8954400_5842000,0.07920792079207921,8,93,123
231,9366800_5527200,0.0970873786407767,10,93,80
232,8590400_5538000,0.1322314049586777,16,105,158
233,9068400_5681600,0.07894736842105263,6,70,131
234,8493200_5769200,0.18442622950819673,45,199,99
235,9362400_5520400,0.0,0,4,15
236,9060000_5679600,0.0,0,8,21
237,8492400_5772400,0.1746031746031746,22,104,252
238,8336400_5492000,0.05056179775280899,9,169,80
239,9153200_5818800,0.14285714285714285,15,90,78
240,9059600_5686400,0.047619047619047616,2,40,133
241,8491600_5775600,0.16666666666666666,1,5,3
242,8491200_5771600,0.0,0,18,18
243,8589200_5533200,0.019230769230769232,1,51,48
244,8289200_5497200,0.21875,28,100,82
245,9270800_5667600,0.0449438202247191,4,85,77
246,8590400_5535200,0.19047619047619047,36,153,264
247,8588400_5627600,0.08108108108108109,3,34,102
248,9057600_5684000,0.0,0,31,122
249,8337200_5492400,0.10344827586206896,15,130,83
250,9149600_5815200,0.061224489795918366,9,138,135
251,8509200_5765200,0.039603960396039604,4,97,595
252,9063600_5682800,0.0,0,52,117
253,9296400_5558800,0.18181818181818182,22,99,159
254,9277600_5860000,0.0,0,4,17
255,8865200_5686400,0.040892193308550186,11,258,51
256,9601200_6071600,0.08130081300813008,20,226,207
257,9149600_5816800,0.46629213483146065,83,95,192
258,9062800_5688400,0.05,1,19,78
259,8493200_5777200,0.1724137931034483,20,96,78
260,9147200_5816800,0.043478260869565216,2,44,260
261,9365200_5528800,0.0,0,3,15
262,9283200_5867600,0.053763440860215055,5,88,12
263,9152000_5810400,0.0,0,33,23
264,8593600_5530800,0.09868421052631579,15,137,464
265,9055600_5687600,0.034482758620689655,1,28,56
266,9067200_5681600,0.05172413793103448,3,55,260
267,9153600_5816400,0.0,0,16,3
268,8491200_5769600,0.1282051282051282,20,136,385
269,9280400_5674400,0.0,0,23,75
270,9067200_5679200,0.0,0,9,4
271,9159200_5816400,0.09090909090909091,2,20,262
272,9154800_5815200,0.09900990099009901,10,91,323
273,9364000_5516000,0.11224489795918367,11,87,56
274,9276800_5870400,0.047619047619047616,6,120,35
275,9372400_5526800,0.0,0,0,232
276,8507600_5772400,0.06451612903225806,8,116,475
277,9065200_5682000,0.14035087719298245,8,49,109
278,8335600_5496000,0.0,0,101,2
279,8288400_5496000,0.0763888888888889,11,133,397
280,8338000_5493600,0.18681318681318682,17,74,16
281,9064000_5680000,0.20689655172413793,6,23,14
282,8367600_5548000,0.006756756756756757,1,147,2
283,9269600_5672400,0.06896551724137931,2,27,127
284,8334800_5492400,0.03787878787878788,5,127,37
285,9364400_5525200,0.08823529411764706,3,31,21
286,8814800_5992400,0.05,4,76,41
287,9376800_5528800,0.041666666666666664,2,46,127
288,9066400_5685600,0.07575757575757576,5,61,59
289,9062000_5679600,0.1095890410958904,8,65,299
290,9274800_5862800,0.056962025316455694,9,149,320
291,8490000_5772800,0.05785123966942149,7,114,375
292,8491200_5771200,0.1328125,17,111,211
293,9272000_5676400,0.0,0,43,147
294,9268000_5670000,0.08620689655172414,5,53,63
295,8596000_5534000,0.3291139240506329,26,53,147
296,9600000_6072400,0.2013888888888889,29,115,64
297,8334000_5492400,0.016666666666666666,2,118,8
298,8291600_5496800,0.08088235294117647,11,125,97
299,9067600_5682000,0.18181818181818182,8,36,60
300,9066400_5678400,0.0,0,20,37
301,9276000_5676000,0.0,0,1,5
302,8590400_5632800,0.09090909090909091,5,50,214
303,8953600_5841600,0.11627906976744186,20,152,227
304,9057600_5686400,0.17391304347826086,4,19,17
305,9066800_5680000,0.0,0,35,122
306,8488800_5772000,0.041666666666666664,2,46,142
307,9294000_5554000,0.0,0,4,15
308,9370800_5526000,0.06976744186046512,3,40,30
309,9153200_5819600,0.2876712328767123,42,104,141
310,8825600_5991200,0.1346153846153846,7,45,63
311,9062400_5684000,0.3111111111111111,14,31,73
312,9070000_5689600,0.0,0,0,147
313,8495200_5773200,0.24836601307189543,38,115,337
314,9154800_5818400,0.0,0,20,39
315,8492400_5774400,0.05925925925925926,8,127,365
316,9373600_5521600,0.125,1,7,8
317,8334800_5496800,0.0,0,93,6
318,8337600_5490800,0.032520325203252036,4,119,15
319,9147600_5818400,0.08247422680412371,8,89,170
320,8368000_5548800,0.0,0,132,6
321,9064400_5680400,0.05263157894736842,2,36,51
322,8370400_5548000,0.0,0,8,21
323,8494000_5774000,0.18421052631578946,28,124,313
324,9598800_6072800,0.03636363636363636,2,53,36
325,9158800_5812800,0.0,0,6,35
326,9292800_5563600,0.0,0,15,83
327,9158000_5816400,0.08695652173913043,2,21,5
328,9280000_5864000,0.12121212121212122,12,87,22
329,8338400_5492800,0.0,0,77,3
330,9363600_5524800,0.0,0,61,26
331,8597200_5538800,0.1437908496732026,22,131,353
332,9270800_5673600,0.0,0,13,31
333,8501200_5767200,0.07006369426751592,11,146,312
334,9362800_5521200,0.0,0,1,10
335,9281200_5674000,0.07920792079207921,8,93,190
336,9602800_6072400,0.1346153846153846,21,135,169
337,8582400_5539200,0.17647058823529413,3,14,33
338,8493200_5774400,0.07857142857142857,11,129,322
339,8493600_5776000,0.11494252873563218,10,77,329
340,8596800_5537200,0.24107142857142858,27,85,94
341,8336000_5490800,0.03125,1,31,65
342,9062000_5690800,0.0,0,6,16
343,8493200_5772400,0.21311475409836064,26,96,241
344,8489600_5773200,0.0,0,14,16
345,9275600_5864400,0.1111111111111111,16,128,159
346,9060800_5680000,0.045454545454545456,2,42,73
347,9375200_5530000,0.10526315789473684,2,17,27
348,8287600_5499200,0.08333333333333333,4,44,168
349,9066400_5678800,0.0,0,0,172
350,8291600_5496400,0.17647058823529413,24,112,32
351,9371200_5529200,0.022727272727272728,1,43,45
352,9071200_5684800,0.06666666666666667,1,14,42
353,8368400_5550400,0.014388489208633094,2,137,28
354,9275600_5674800,0.0,0,33,46
355,8827200_5994800,0.22448979591836735,11,38,20
356,9156400_5814000,0.0963855421686747,8,75,15
357,8862400_5687600,0.0,0,1,12
358,9300400_5558800,0.06451612903225806,2,29,139
359,8492800_5772400,0.3375,54,106,286
360,9144800_5822400,0.10344827586206896,3,26,108
361,9065600_5682400,0.0625,2,30,75
362,8826800_5995200,0.14285714285714285,2,12,8
363,8290800_5497200,0.07692307692307693,9,108,332
364,9280000_5676000,0.07407407407407407,2,25,72
365,9060000_5682000,0.15625,5,27,47
366,8291600_5495600,0.04081632653061224,4,94,266
367,8591600_5533200,0.02,1,49,155
368,8508400_5762400,0.0,0,0,206
369,8814000_5994000,0.0,0,32,87
370,8492800_5775200,0.12857142857142856,18,122,502
371,8367200_5550400,0.0,0,70,3
372,8366800_5549200,0.005208333333333333,1,191,4
373,9062000_5685600,0.15853658536585366,13,69,130
374,9280000_5672800,0.05025125628140704,10,189,176
375,8829200_5991600,0.0,0,78,7
376,9280000_5872000,0.0,0,157,2
377,8593200_5633600,0.0,0,0,35
378,9374800_5528400,0.06666666666666667,2,28,142
379,9282400_5872800,0.01875,3,157,14
380,8816000_5990400,0.11029411764705882,15,121,276
381,9150400_5812800,0.0,0,15,54
382,9159600_5820000,0.0,0,1,438
383,9273200_5666000,0.0,0,25,1
384,9154800_5822400,0.08333333333333333,2,22,43
385,9607200_6073200,0.06976744186046512,6,80,86
386,9299200_5556000,0.0,0,4,4
387,9149200_5820400,0.05,1,19,374
388,9154800_5811200,0.05084745762711865,6,112,526
389,8595600_5533600,0.0,0,9,11
390,9069200_5688800,0.0625,2,30,132
391,8495200_5768400,0.0975609756097561,12,111,87
392,8495600_5766000,0.09009009009009009,10,101,94
393,9270400_5668800,0.1348314606741573,12,77,130
394,9060000_5682400,0.09859154929577464,7,64,150
395,9602800_6069200,0.051094890510948905,7,130,40
396,8495200_5769600,0.29896907216494845,29,68,287
397,9055600_5682800,0.0,0,11,27
398,8830400_5992400,0.044444444444444446,2,43,7
399,8489200_5774400,0.06666666666666667,2,28,37
400,8336400_5492400,0.18446601941747573,19,84,65
401,9066800_5682000,0.08163265306122448,4,45,169
402,9064800_5682000,0.2564102564102564,20,58,110
403,9372800_5522000,0.0,0,68,108
404,8494800_5773600,0.16560509554140126,26,131,193
405,9370000_5517600,0.020833333333333332,1,47,93
406,8584800_5544800,0.14746543778801843,32,185,506
407,9270000_5669600,0.0,0,18,9
408,9068000_5679200,0.03389830508474576,2,57,219
409,8815600_5995200,0.044642857142857144,5,107,73
410,8334000_5491200,0.0,0,119,8
411,9274800_5865600,0.174496644295302,26,123,221
412,9063600_5682400,0.07017543859649122,4,53,90
413,9057200_5684000,0.07142857142857142,1,13,70
414,9266800_5673200,0.0,0,0,14
415,9063600_5679600,0.0,0,9,41
416,9275200_5676800,0.0,0,0,126
417,9267200_5668400,0.0,0,19,7
418,8494800_5779600,0.12037037037037036,13,95,94
419,9144800_5822000,0.0,0,54,25
420,8290400_5496800,0.08875739644970414,15,154,226
421,8338800_5492800,0.0,0,53,10
422,9064000_5684000,0.1320754716981132,7,46,125
423,9156400_5816000,0.2231404958677686,27,94,125
424,9065600_5684800,0.21311475409836064,13,48,56
425,9367600_5529600,0.0,0,12,7
426,8495200_5778000,0.2222222222222222,6,21,17
427,9064000_5683200,0.09523809523809523,6,57,85
428,9153600_5811200,0.05755395683453238,8,131,144
429,8504000_5770000,0.058823529411764705,10,160,169
430,9154400_5819600,0.13389121338912133,32,207,742
431,8594800_5630400,0.1717171717171717,17,82,208
432,9272800_5865200,0.07894736842105263,6,70,114
433,9294000_5564800,0.10666666666666667,8,67,153
434,8814400_5991200,0.11842105263157894,9,67,118
435,8591200_5632800,0.13725490196078433,7,44,184
436,9060400_5682800,0.0,0,52,20
437,8820000_5997200,0.25742574257425743,26,75,205
438,8496000_5775600,0.14393939393939395,19,113,217
439,9157600_5815200,0.03225806451612903,2,60,304
440,9068000_5687600,0.0,0,0,1
441,9068400_5679600,0.0,0,1,5
442,8494400_5775200,0.08205128205128205,16,179,778
443,8495200_5772000,0.367816091954023,64,110,378
444,9270800_5675600,0.08571428571428572,3,32,155
445,9370000_5522400,0.1875,21,91,57
446,8583600_5537600,0.0,0,26,5
447,9293200_5560800,0.043478260869565216,3,66,116
448,9071200_5682400,0.17647058823529413,3,14,104
449,9067200_5680400,0.0,0,13,86
450,9149600_5815600,0.22580645161290322,21,72,203
451,9364000_5516400,0.04040404040404041,4,95,59
452,8506400_5766800,0.05673758865248227,8,133,748
453,9067600_5684800,0.0,0,0,2
454,8593600_5631200,0.1875,18,78,297
455,9061600_5690800,0.08695652173913043,2,21,95
456,9054000_5685600,0.23529411764705882,12,39,63
457,9062800_5678400,0.0,0,2,1
458,9601200_6069200,0.16666666666666666,20,100,277
459,9066000_5680000,0.06756756756756757,5,69,88
460,8494800_5776800,0.08275862068965517,12,133,383
461,8494000_5776400,0.10067114093959731,15,134,441
462,8582800_5542400,0.34959349593495936,43,80,154
463,9302800_5562000,0.0,0,5,46
464,8491200_5768000,0.10714285714285714,6,50,105
465,9273200_5673600,0.07142857142857142,6,78,133
466,9151200_5812400,0.0,0,47,266
467,8490400_5775200,0.11450381679389313,15,116,320
468,9059600_5689600,0.10526315789473684,2,17,65
469,8496000_5778000,0.05263157894736842,5,90,301
470,8820800_5990800,0.041666666666666664,1,23,74
471,8335200_5491200,0.02127659574468085,3,138,21
472,8827600_5995200,0.061224489795918366,3,46,75
473,8494000_5766800,0.11564625850340136,17,130,717
474,8334400_5494400,0.010638297872340425,1,93,4
475,9368800_5518000,0.1111111111111111,3,24,126
476,9361200_5525600,0.0,0,27,17
477,9276400_5664800,0.058823529411764705,5,80,243
478,9365600_5528800,0.1724137931034483,5,24,2
479,8500000_5770800,0.2631578947368421,45,126,374
480,8335600_5490400,0.0,0,39,11
481,9056000_5686400,0.1320754716981132,7,46,44
482,8495200_5771200,0.16161616161616163,16,83,221
483,9279600_5873200,0.0,0,95,1
484,9060800_5678400,0.0,0,7,32
485,8291600_5499200,0.0875,14,146,236
486,8366000_5547600,0.3595505617977528,32,57,45
487,8504800_5768000,0.07692307692307693,11,132,579
488,9067600_5685600,0.0625,1,15,60
489,9609200_6074400,0.0,0,41,76
490,8591200_5538800,0.2222222222222222,2,7,9
491,9062800_5684000,0.15625,10,54,95
492,9069200_5682400,0.0,0,41,187
493,9154400_5811200,0.0,0,74,66
494,9368400_5524000,0.07575757575757576,5,61,50
495,9278800_5861600,0.0,0,23,347
496,9062000_5683600,0.2882882882882883,32,79,162
497,9272800_5669200,0.16279069767441862,7,36,41
498,9362000_5521200,0.0,0,3,263
499,9067200_5686400,0.10666666666666667,8,67,191
500,9295600_5561200,0.21296296296296297,23,85,146
501,8286800_5495600,0.07792207792207792,6,71,204
502,9058800_5688400,0.0,0,0,2
503,9061200_5689200,0.041666666666666664,1,23,21
504,9062800_5679200,0.0392156862745098,2,49,186
505,9298800_5560400,0.16176470588235295,11,57,22
506,9066000_5688400,0.0,0,0,9
507,9362800_5524000,0.05263157894736842,4,72,76
508,8587200_5541200,0.36923076923076925,24,41,74
509,8495200_5776000,0.06870229007633588,9,122,202
510,9061600_5680800,0.08196721311475409,5,56,205
511,8496800_5774800,0.25142857142857145,44,131,163
512,8821200_5991600,0.03571428571428571,1,27,161
513,9295200_5558800,0.36649214659685864,70,121,133
514,9145600_5819600,0.0,0,0,4
515,9060800_5682400,0.2909090909090909,32,78,106
516,9064400_5683600,0.0641025641025641,5,73,221
517,9281200_5871600,0.10891089108910891,11,90,14
518,8827200_5992800,0.025,1,39,55
519,8367200_5548800,0.007575757575757576,1,131,6
520,8289600_5494800,0.049079754601226995,8,155,288
521,9060800_5687600,0.09523809523809523,6,57,88
522,9060400_5684800,0.16216216216216217,12,62,143
523,9148000_5814800,0.04938271604938271,4,77,211
524,9277200_5872400,0.0078125,3,381,92
525,8494000_5771600,0.19767441860465115,17,69,180
526,9277600_5672800,0.0,0,9,13
527,9283200_5865600,0.0392156862745098,4,98,135
528,8822800_5995600,0.21875,7,25,43
529,9063200_5679600,0.0,0,49,141
530,9372800_5526800,0.125,5,35,106
531,9063200_5685600,0.10204081632653061,5,44,89
532,8493200_5772000,0.0,0,12,8
533,9062800_5684800,0.08955223880597014,6,61,57
534,9058400_5688000,0.0,0,4,1
535,8337200_5493200,0.05357142857142857,12,212,51
536,9281600_5869200,0.1111111111111111,13,104,58
537,8826400_5991600,0.06521739130434782,3,43,99
538,9278800_5872000,0.014492753623188406,1,68,3
539,8335200_5494000,0.15841584158415842,16,85,67
540,8288400_5495600,0.030303030303030304,1,32,68
541,9292800_5558800,0.0,0,17,39
542,9064800_5688800,0.058823529411764705,3,48,223
543,8593200_5538400,0.25268817204301075,47,139,415
544,9143600_5820400,0.0,0,13,143
545,9071600_5682400,0.03614457831325301,3,80,301
546,8951600_5842800,0.1206896551724138,7,51,141
547,9152400_5817200,0.3118279569892473,58,128,298
548,9063200_5690000,0.02040816326530612,1,48,45
549,8863600_5686400,0.12,6,44,42
550,9364400_5514000,0.0,0,33,45
551,9364800_5516400,0.0625,5,75,119
552,8289600_5498000,0.08333333333333333,15,165,305
553,8492000_5770000,0.13089005235602094,25,166,547
554,8291200_5497200,0.05555555555555555,8,136,287
555,8492000_5771200,0.11320754716981132,12,94,228
556,8492800_5773600,0.1977401129943503,35,142,161
557,8368800_5549600,0.0,0,48,11
558,8366400_5548000,0.044642857142857144,5,107,29
559,8506400_5768400,0.05555555555555555,5,85,384
560,9376400_5529200,0.07547169811320754,4,49,86
561,9273600_5676400,0.022222222222222223,1,44,147
562,8338000_5491200,0.1509433962264151,8,45,20
563,9065600_5688800,0.0,0,0,120
564,8368800_5548800,0.08333333333333333,6,66,9
565,8508000_5767200,0.05128205128205128,2,37,261
566,9058000_5681200,0.0,0,0,2
567,9287600_5867200,0.0,0,104,1
568,9069200_5683200,0.045454545454545456,1,21,46
569,8505200_5771600,0.08536585365853659,14,150,734
570,9061200_5689600,0.125,1,7,9
571,8492400_5777200,0.11904761904761904,15,111,351
572,9062400_5678400,0.0,0,0,71
573,8289200_5498000,0.19411764705882353,33,137,255
574,9365200_5525200,0.03571428571428571,2,54,25
575,8291200_5498400,0.056451612903225805,7,117,261
576,8337200_5494400,0.0,0,57,3
577,9072400_5684800,0.1,1,9,37
578,8497600_5765200,0.11811023622047244,15,112,248
579,8493200_5773600,0.2737430167597765,49,130,207
580,9152000_5811600,0.07368421052631578,7,88,239
581,9062400_5681600,0.12,6,44,42
582,9279200_5873600,0.026785714285714284,3,109,6
583,9059200_5690800,0.0,0,5,5
584,9372400_5524400,0.07142857142857142,1,13,27
585,8286800_5497200,0.058823529411764705,2,32,51
586,9145200_5820000,0.0,0,0,1
587,8492000_5768400,0.1891891891891892,28,120,90
588,9298000_5564000,0.0,0,26,1
589,8490800_5772800,0.11688311688311688,9,68,146
590,9367200_5518000,0.0,0,16,1
591,9364400_5519600,0.08196721311475409,10,112,89
592,9152800_5822000,0.09271523178807947,14,137,152
593,9302000_5556800,0.037037037037037035,1,26,76
594,9274400_5861600,0.009900990099009901,1,100,49
