9370400,5518400
8589200,5538000
8507600,5765200
9062000,5682800
8816800,5993600
9278000,5867600
8814000,5990400
9370800,5526000
9065200,5682800
9059200,5690800
8596800,5539200
9369200,5516800
9302000,5564000
9370000,5517600
9274400,5861600
8824000,5990800
9283200,5865600
8582000,5542000
8820000,5989200
9373600,5525600
8589200,5532000
8496400,5778400
9362000,5526400
9368800,5528000
9378400,5530000
8490000,5774000
9604800,6075600
9369200,5519200
8590000,5533200
8334800,5493600
9366400,5527600
9070400,5683600
9280000,5678000
8824800,5991200
9062000,5691200
9279600,5860000
8591600,5533200
9072400,5682800
9273600,5864400
9056000,5685200
9146800,5820000
9273600,5672000
9376400,5529600
9065200,5685600
9367200,5516800
8818800,5986800
9610400,6072000
9146800,5817200
9278000,5872800
8814000,5990800
9370000,5522000
9067200,5683200
8500000,5771200
9155600,5819600
8507600,5762400
9274400,5668400
8501600,5768800
8824800,5994000
9275600,5665600
8496400,5773600
9155200,5815200
9604800,6068800
9284800,5867600
9293200,5563600
9153600,5815200
9153200,5814400
8370400,5550000
9272400,5670800
9144400,5817600
9154000,5813200
9150800,5812800
8492400,5774000
9364400,5519200
9274800,5861600
9370800,5517200
9069600,5681600
9065600,5680400
8497600,5764400
9602000,6074400
9274400,5866400
8367600,5547600
9368000,5516400
9609600,6072800
9296000,5556400
9296800,5563200
9063200,5686400
9271200,5673600
9153600,5810400
9266800,5670400
9054000,5683600
8504000,5766800
8866800,5686000
9372000,5530000
8596000,5631200
8496000,5776400
9278800,5870000
9266400,5670800
9286000,5870000
8815200,5996000
9372800,5529600
8830400,5994400
8584400,5542800
9370400,5528400
9602000,6072000
9372000,5526400
8369600,5551200
9274000,5869200
9058800,5685600
9148400,5815600
8589200,5533200
9271200,5670800
9373600,5528800
9055600,5684000
9061600,5680800
8822000,5997200
9057200,5685600
8339200,5492400
8822000,5990800
8500400,5764000
8587200,5533200
9144400,5818800
8590400,5629600
9279600,5875600
9604000,6069200
8812000,5992400
8589600,5626000
8368800,5548800
8495600,5764400
9267600,5673600
9270800,5674000
9299600,5559200
8830400,5992800
9145600,5818800
9274400,5866000
9366800,5525600
9273200,5873200
9065200,5687600
9282000,5870800
9068800,5687200
9368800,5520400
9064400,5677600
9279200,5859600
9158400,5819600
9063600,5683200
8588800,5532800
9370400,5523200
8503200,5771600
9060800,5687200
9297600,5559200
9367600,5518400
9278000,5669600
9272800,5871600
8501200,5770800
8592800,5542400
8812800,5991200
8490400,5775600
9060400,5684000
9302800,5562400
9058000,5679600
9061600,5689200
9605600,6072800
8817200,5992400
8589200,5530800
9275200,5872800
8593200,5536000
9287200,5868400
9062000,5682400
9063600,5688400
9298800,5556800
8826400,5993600
8506400,5762400
9604000,6070000
9280000,5676000
9294000,5555200
9144400,5815600
9070000,5689600
9272000,5668000
8339200,5493600
9274800,5872000
9291200,5561600
9272800,5666000
9600800,6073200
9159600,5821600
9268400,5670400
8336000,5493200
8812000,5991200
9152800,5812400
9157200,5814400
8594400,5542800
8864000,5684800
8339200,5491600
8819200,5994800
9271600,5675600
8505600,5770000
9370400,5534000
9370000,5514400
9300400,5564000
9367600,5524000
8502400,5774000
9282800,5868800
8824400,5992400
9281600,5869600
9296800,5564400
8489600,5772800
8594000,5542000
8745600,5860400
9276400,5867200
9067200,5682800
8336800,5492400
9295600,5563200
9291200,5561200
9155200,5812800
9154800,5816400
8495200,5766400
8492800,5768400
9275200,5864000
9369600,5521200
9056400,5689200
9062800,5689600
8290000,5494000
8288000,5494400
9367600,5530400
9277200,5678400
8590800,5541200
8824400,5995200
9366400,5517600
8492400,5777200
9157200,5814000
9148000,5816000
9144000,5817600
8864000,5686000
9154000,5813600
8584000,5538400
8502400,5770000
9287600,5868000
9274000,5676000
9363600,5527600
9272400,5668000
9377200,5526000
9283600,5865600
8585200,5540000
9270800,5676400
8594800,5630000
8593600,5534000
9052800,5682400
9054400,5681600
8818000,5994400
8592000,5534400
9366400,5531200
9153200,5813200
9143600,5818400
9274800,5865600
9061600,5684400
9371200,5518400
8334800,5490000
8497200,5764400
9066000,5687600
8826000,5993200
9608800,6074400
8590400,5535600
8496400,5777600
9065200,5678800
8587600,5546400
9154000,5812000
9064400,5681600
9156400,5814000
8586800,5534800
9062800,5680800
9058400,5683200
8587600,5536400
8493600,5774000
9277600,5676400
8488800,5773600
9062000,5683600
9158000,5814000
8585200,5539200
8588000,5533600
9300800,5563200
8499600,5764000
9279600,5862400
9599600,6069200
9291600,5556400
8588400,5542400
9376000,5528800
8588800,5544400
8494000,5776400
9368800,5532800
9293600,5562800
9066000,5680400
9276800,5872400
8593600,5536800
9600800,6072800
9056800,5688800
9370000,5528000
8828000,5994400
9283200,5867600
8368000,5550000
9275200,5865200
9606800,6072800
9054000,5682000
8590800,5626800
8597600,5538400
9275200,5672800
9279600,5862800
8582000,5540000
8810800,5993200
9368800,5533200
8506400,5770000
8291200,5494800
8592000,5544000
8490800,5769600
9273600,5872400
9147200,5821600
8590000,5626000
9065600,5688000
9146800,5815600
8595200,5537600
9280400,5864000
8508000,5762800
9288400,5868000
8819200,5988400
9276400,5862800
9274400,5865600
9058800,5683200
9284400,5868000
8506400,5766000
9369600,5527200
8820000,5988400
9145200,5819200
8819600,5986400
8590400,5531600
9279200,5872400
9605200,6070800
8815600,5990000
8818000,5988400
9290000,5562400
8593200,5533600
9366000,5518800
9366000,5517200
9274400,5868800
9067600,5683600
9158800,5819600
9372000,5530400
9276800,5678400
8865600,5684000
9372400,5522800
9273200,5868400
8589600,5533200
9366400,5525200
9280800,5876400
9364000,5514800
9300000,5564400
9274400,5870400
8496400,5779200
9270400,5668400
9604000,6068000
9279200,5675600
8822000,5990400
8591600,5543200
9068800,5686000
9272800,5675600
8819600,5986800
8501600,5768000
8829600,5993600
9272800,5862400
9271200,5671600
9281200,5875600
9283200,5677200
8589600,5625600
8596000,5536000
9279200,5861600
9055200,5686800
9062400,5679600
9054800,5682400
9152400,5813200
9065600,5682800
8490000,5771200
8591200,5540400
9277600,5860800
9296400,5558800
8824800,5996400
9070000,5684400
8592800,5624800
9155600,5812800
9056800,5684800
8594800,5630400
9374400,5521200
8498400,5774000
8817600,5989200
9277200,5679200
8593600,5537200
9063600,5680800
9369600,5523200
8366800,5548000
8333600,5492000
9371600,5529200
9274800,5671200
9147200,5814400
8582400,5542800
9272400,5676800
9063600,5686800
9286800,5868000
8499200,5764000
8501200,5767200
8591600,5540000
9069600,5687600
9367200,5524800
9278400,5868000
8823200,5994000
9275600,5666400
8368400,5547600
8816800,5991200
9146800,5814800
9604400,6072400
8498400,5764400
9277600,5674800
9055200,5682000
9365600,5516400
9150400,5821200
8822400,5993200
8864800,5685600
8588400,5546000
9604400,6076400
9280000,5867600
8508000,5762400
9604400,6068800
9607600,6074400
8597600,5536000
8593600,5544000
8591200,5531200
9154000,5819200
9288400,5866000
8590000,5535600
9058400,5692800
9370400,5529200
8590400,5530400
9055200,5684400
9070400,5684000
8589600,5532000
8590800,5540800
9059600,5681200
9298000,5558400
8581200,5540800
8498800,5771600
8496400,5766000
9280000,5866000
9066400,5685600
9276800,5860800
9369200,5532800
9275600,5863200
8813600,5993600
9061600,5680400
8817600,5994400
8503200,5767600
8591600,5534000
9146000,5816000
9064000,5682800
9605200,6076400
8812000,5992800
9363600,5518800
9060400,5687200
9058800,5682800
8366000,5548400
8502800,5770800
8502000,5768400
8288400,5496800
9291200,5564000
9366000,5518000
9290800,5556400
9275600,5671600
9274000,5667200
9152800,5810800
8497200,5773600
9068800,5686400
8596000,5537600
9365600,5517600
9366400,5517200
8594800,5534400
8822800,5997200
9149200,5812800
8489600,5774800
9270400,5669600
8591600,5630000
8592400,5533600
9302800,5561600
9157200,5818000
9277200,5672800
9061600,5685200
8370800,5551200
9278000,5675200
8336400,5494000
9275600,5864800
9145200,5822000
9156400,5816800
8506800,5770800
9365200,5515600
8741200,5861600
8506000,5770400
9365200,5520800
9144800,5816400
8491600,5769200
9156000,5814400
9278400,5675600
9605600,6076000
9282400,5873200
9280800,5864000
9604800,6069200
9158800,5817600
8287600,5498400
8953600,5841600
9282800,5872000
8496400,5774800
9152800,5820000
9058000,5683200
9068400,5679600
9152000,5818400
9152400,5815600
8588800,5542400
8492800,5773200
9150800,5819600
8821200,5997600
9274800,5866400
9283600,5872800
9071200,5686800
9281600,5677600
8336800,5493600
9144800,5816800
9292000,5564000
9374800,5526000
9601600,6073200
9370800,5522000
9297200,5562800
9150400,5822400
9368000,5522000
9070400,5685200
9296000,5562800
9152400,5822000
9281600,5675200
8587600,5534400
9369600,5520800
8830400,5991600
8823600,5996400
8594000,5624400
8500400,5765600
8592400,5534800
8588800,5531200
9600400,6071600
9281200,5863200
9152000,5812400
8745200,5860400
9274400,5868400
8588000,5628400
9056000,5682000
8584800,5540000
9362400,5524800
8830000,5994400
9155600,5812400
9153600,5817200
9145600,5820400
9601600,6070400
9152400,5818000
9368000,5515600
8496000,5775600
9054400,5681200
8508800,5768800
9279600,5868400
9272400,5862800
9365200,5524000
9372000,5525200
8508400,5765200
9363200,5515200
8334400,5496800
8594400,5627600
9366000,5519200
8954000,5840000
9155600,5815200
9602400,6074400
9374000,5528000
9377200,5528800
9265200,5670800
9062800,5688400
8821600,5992000
9064800,5686400
9271200,5676800
8495600,5764800
9273600,5872800
9269200,5672400
9295600,5555600
9365600,5520000
8505200,5764400
9061200,5686800
8507600,5762000
8594400,5628800
9059200,5684400
8591200,5627600
8593200,5632400
8812800,5990400
8498800,5768800
8746000,5860400
9371600,5525600
8589200,5544400
8818400,5994400
8596000,5538000
8499200,5766000
8826000,5994800
9063200,5688400
8334000,5492400
9274400,5673600
9069600,5683200
9606800,6073200
8496800,5772800
9272400,5669600
8592000,5530800
9296800,5554400
8494000,5768400
8825600,5991600
9058400,5687600
8592400,5528000
8492400,5772000
9603200,6071600
9302400,5556800
9363200,5528400
9283200,5676000
9065600,5685600
9601600,6068800
8588800,5544800
9366800,5528800
9278000,5861200
9286400,5867200
8599200,5537600
8822400,5994800
9374000,5529600
9069600,5684800
9300400,5559600
9602400,6070400
9280400,5675600
8595200,5540800
9154400,5814800
9146400,5822000
8490800,5773600
9368000,5519200
8594000,5632800
9288000,5868400
9606800,6071600
9366800,5519200
8491600,5771600
9375200,5529200
9364000,5516000
8335200,5490800
8592400,5623600
8586000,5538800
9302000,5562000
9154800,5820400
9302000,5562800
9367600,5524800
9287600,5866000
8828000,5995600
8583200,5541600
8590000,5626800
9285200,5867200
8505600,5764400
9291200,5560800
9151600,5819600
8495600,5773600
8596400,5534800
9295200,5557600
9273200,5669600
8495200,5777200
9362400,5521200
9059600,5689600
9372000,5525600
9598800,6072400
9275200,5673200
9282000,5872000
9271200,5861600
9150800,5818800
8593200,5629200
9602000,6066800
8822800,5994400
9364800,5526400
8501200,5772000
9152400,5818400
9296800,5556400
8600000,5536400
9059200,5678800
9157600,5820400
9275200,5869200
9367200,5526000
8290400,5497200
9378800,5522800
9278800,5864800
9146400,5818800
9276000,5676000
8370800,5550000
8812800,5991600
8594800,5629600
9283600,5870000
9376000,5528000
9364800,5520400
8593200,5531600
8742800,5862400
9157600,5813600
8287600,5499200
8821600,5999200
9273200,5666000
8589200,5544000
9299200,5554800
9157200,5813200
9269200,5670400
8953200,5842800
8504800,5766800
9366000,5524800
9059200,5680000
8501200,5770000
8592000,5630800
8587600,5630000
8495200,5778800
9056000,5683200
8335200,5492000
9276800,5671600
8814400,5993200
9599200,6070000
9370400,5526400
9278000,5871600
8593600,5538800
9145200,5816800
9145600,5816000
9062800,5681600
8865200,5688000
8496000,5767200
9276800,5672000
9362000,5524800
8590800,5544800
9065600,5687200
9274800,5864000
9299200,5561200
8820400,5986800
9060800,5680400
8592800,5630000
8824000,5994000
9282400,5864800
9066800,5678000
9599600,6069600
9293600,5560800
8827200,5991600
9267600,5672000
9366800,5521600
9297200,5559600
9602000,6074800
9272400,5675200
9279200,5678400
9290800,5561600
9363200,5526000
8497200,5772000
9300400,5556400
9375600,5528000
8591200,5542400
8289200,5498000
8863600,5687600
9290000,5556400
9153200,5814000
9599600,6068400
9296800,5555600
8585600,5541200
9268400,5671200
8338800,5491600
9061600,5678000
8288800,5496800
8588400,5532400
9060400,5679600
9367600,5526800
9065200,5683600
9062400,5688800
8824800,5996000
9072000,5681600
9156000,5820400
9296400,5555200
9147600,5821200
8595200,5536000
9275200,5870400
9277200,5863200
9602000,6068800
8823200,5995600
9298000,5559200
8744400,5860800
9066000,5683200
8585600,5542800
9367600,5525600
9062800,5686800
8825600,5992400
8496400,5775600
9293200,5557600
9272000,5666400
9271600,5674800
9600000,6072000
9152400,5814000
9370400,5530400
9296800,5557200
9278400,5861200
9270000,5671600
9063600,5682400
8593200,5539200
9365600,5521200
9297200,5556000
9158000,5816000
8492800,5774400
9065600,5681600
8743600,5861200
9295200,5555200
8821600,5988800
9158400,5818400
9274800,5674000
8820800,5996400
8335200,5494800
8500000,5764000
9063600,5684000
8500000,5770800
8822000,5999200
9152000,5815600
9276000,5678400
8587600,5538000
9145200,5821200
9060800,5688800
9297600,5561200
9274400,5862000
9158800,5814800
8817200,5990000
8594800,5535200
8824800,5998000
9274000,5867600
9368400,5516000
9156800,5812000
9372800,5527200
8582000,5541600
9374000,5530800
9270800,5667600
8818800,5992800
8286400,5497200
9281200,5864800
9366400,5516400
9158400,5820000
9270800,5670000
8506800,5764800
9602000,6075200
8588000,5537600
9054800,5683200
8952800,5842000
8825200,5995200
9149600,5819600
9369200,5520000
9607200,6074000
9294800,5556400
8589200,5546400
9155200,5819600
8334400,5491600
8595600,5541200
8818800,5996800
8502000,5765200
8825200,5997200
9064800,5685600
9156800,5814000
9067600,5683200
9368400,5529600
9275600,5671200
9052400,5682800
8817200,5994400
9151600,5820800
8592400,5528400
8818400,5995600
8594000,5536400
8592000,5534800
8825600,5997200
9373200,5531600
9054400,5686400
9280800,5874800
9368000,5527600
9061200,5690000
9072000,5683200
9370400,5517200
9282800,5864800
8866800,5684800
9291600,5562800
9064000,5682000
9376000,5526000
9151200,5818400
9278800,5868000
8589600,5540800
9059600,5690400
9294800,5554400
9062800,5690000
9274000,5668800
9600800,6070400
8488800,5770800
9272800,5874400
8822400,5996400
8590400,5632000
8581600,5542000
8505200,5770000
8864800,5685200
8863200,5686800
9266800,5671600
9264800,5670000
8820800,5987200
9287600,5868800
9295200,5558000
9365600,5518400
9279600,5866400
9288400,5869600
9056800,5688400
9273600,5868800
8589600,5544000
8828400,5992400
9276400,5668800
9362800,5518000
8499200,5764400
9278400,5870800
9158800,5818400
8820000,5997600
9376800,5526800
9600400,6068800
8593200,5630400
9290000,5560800
9066000,5685600
9299200,5560400
8812000,5993200
8591200,5530000
8589200,5537200
9071200,5684000
9301600,5560400
8594400,5540800
8593600,5530400
9296000,5554800
9294400,5559600
8596000,5535600
9153600,5814400
9070400,5682000
9372800,5522400
9605200,6072800
8593600,5538400
9160800,5822000
9273200,5676000
9143200,5819200
8952000,5842000
9153600,5812400
8814400,5991600
9270000,5668000
9361200,5526800
9158400,5819200
9153200,5821600
9366800,5527200
8504000,5768000
8498800,5766400
8505600,5770800
8338000,5493600
8815200,5992800
8823200,5997200
9273200,5674800
9301600,5561600
9280000,5673600
9366000,5514800
9064800,5688400
8582000,5540800
8744800,5861600
9368800,5518000
9056000,5688800
9291200,5555600
9604000,6072400
9365200,5525600
9271600,5666800
9057600,5687200
8594000,5531200
9276000,5872800
8334800,5492800
9369600,5526400
8369200,5551200
9276000,5864800
9274800,5675600
8812000,5989600
9372800,5526800
9362000,5528000
9156000,5819200
9156800,5817200
8333200,5494000
8819600,5995600
8819600,5992000
9364000,5524400
9278000,5867200
9607600,6069200
9276000,5666000
8742800,5861600
9606000,6077600
9274400,5871200
8818400,5993600
8596800,5533200
8594000,5541600
8489200,5772800
9056800,5688000
9056000,5686000
8821600,5994000
9275200,5859600
8501600,5768400
8501600,5765600
9368400,5530800
8812800,5993200
8494800,5766400
8491600,5774400
8488800,5774000
9279200,5870000
8586000,5542400
8503200,5770800
8506000,5763200
8828000,5995200
8592800,5533200
9377200,5523600
8497200,5771600
9293200,5564800
8334800,5492400
9294000,5562800
9284400,5866800
8495200,5768000
9604000,6076000
9368800,5526400
9068800,5684800
8591200,5528400
9271600,5667600
9300400,5559200
9066800,5682800
8592800,5534800
9145600,5821600
8820000,5994800
9369600,5519600
8590400,5626800
8492800,5777200
8508400,5768800
9600800,6073600
9294800,5558000
9374000,5527600
8862800,5687200
8587600,5540800
9376400,5523200
8289200,5499200
8864400,5684800
9294000,5558000
9301200,5556800
9294000,5555600
9277200,5861600
8591600,5532000
9370000,5527600
9376800,5528800
8822800,5995200
8594000,5631600
8494000,5768000
8495200,5773200
9278000,5864400
9151200,5814400
9144400,5814800
8865600,5684400
8286800,5495600
9266400,5667200
8337600,5494000
8596000,5536800
9606400,6076000
8500800,5766000
9283200,5864000
9600800,6070800
9058000,5686800
8815200,5990400
9368400,5523600
8743600,5861600
8289200,5498800
9370000,5524800
8590800,5628000
9062800,5682800
9603200,6071200
8813200,5992000
9147600,5814800
8592400,5625600
9300800,5564400
8493600,5777600
9372800,5526000
9371600,5531600
9061600,5688800
8291200,5496000
9279200,5866000
9374000,5521600
9278000,5872400
9149200,5813600
9280400,5673200
8594800,5540400
9600400,6068400
9271600,5864800
9065200,5684000
8595200,5629200
9273600,5668800
9279200,5864800
9366800,5516400
9291200,5558800
9368000,5529600
8501200,5768800
8498800,5773600
9600400,6070000
8814000,5992000
9154400,5817200
9297600,5560000
9275600,5860800
9145200,5814800
8818400,5989200
8864000,5685600
9283200,5874000
9273600,5873600
8504000,5770000
9148800,5815200
8818800,5991200
9064400,5689600
9065600,5684400
8593200,5532400
9272800,5874000
8742400,5864800
9361600,5525600
8590800,5629600
9369600,5528400
9276800,5870000
8592800,5541600
9070400,5686800
9276000,5868400
8591200,5631200
9054000,5686400
9062400,5688400
8337600,5492000
8502400,5765200
9281600,5868800
9271200,5862000
8286800,5498800
9297200,5562000
8826000,5996000
