,Loc ID,Accuracy,n_in,n_out,n_gt
188,9064800_5683200,0.20833333333333334,10,38,156
189,8589600_5631200,0.1568627450980392,8,43,183
190,8368000_5548400,0.02702702702702703,1,36,3
191,9063600_5686400,0.20689655172413793,6,23,147
192,9067600_5678800,0.0625,1,15,119
193,9062400_5691200,0.0,0,0,246
194,9065600_5680000,0.0,0,0,1
195,9279600_5865600,0.09473684210526316,9,86,162
196,9060400_5682000,0.0,0,7,14
197,9298000_5559600,0.2,13,52,162
198,9275600_5672000,0.30303030303030304,20,46,22
199,9603200_6072000,0.08974358974358974,7,71,233
200,9150000_5819200,0.0,0,6,227
201,8587600_5546000,0.2,2,8,66
202,9273600_5666400,0.0,0,8,24
203,9146800_5822400,0.045454545454545456,3,63,305
204,9283600_5871600,0.0,0,159,13
205,9301600_5562400,0.0,0,21,68
206,9152800_5812800,0.2,19,76,104
207,9070800_5687600,0.0,0,0,96
208,8508000_5770800,0.0684931506849315,5,68,533
209,9057200_5687600,0.0,0,22,161
210,9274800_5668400,0.06976744186046512,3,40,84
211,8590800_5628400,0.3125,45,99,245
212,8494000_5775600,0.12295081967213115,15,107,335
213,9068000_5678400,0.32,8,17,99
214,9066400_5680400,0.09523809523809523,4,38,143
215,8334400_5492800,0.0,0,43,3
216,8488800_5771200,0.06451612903225806,2,29,228
217,8596000_5538000,0.0,0,0,6
218,8491200_5768800,0.10112359550561797,9,80,343
219,9299600_5556000,0.0,0,3,136
220,8493200_5767600,0.15602836879432624,22,119,633
221,9148400_5820000,0.0,0,7,237
222,8367600_5549200,0.0,0,60,12
223,9145200_5818800,0.4,2,3,580
224,8334000_5494800,0.0,0,25,6
225,9155200_5814000,0.09090909090909091,6,60,74
226,8289600_5498800,0.1111111111111111,5,40,227
227,8490000_5774000,0.1,2,18,73
228,8498800_5765600,0.039473684210526314,3,73,316
229,9150800_5820400,0.09876543209876543,8,73,437
230,8954400_5842000,0.23333333333333334,14,46,123
231,9366800_5527200,0.22,11,39,80
232,8590400_5538000,0.04411764705882353,3,65,158
233,9068400_5681600,0.09375,3,29,131
234,8493200_5769200,0.24444444444444444,33,102,99
235,9362400_5520400,0.0,0,2,15
236,9060000_5679600,0.0,0,1,21
237,8492400_5772400,0.2127659574468085,20,74,252
238,8336400_5492000,0.06818181818181818,6,82,80
239,9153200_5818800,0.17777777777777778,8,37,78
240,9059600_5686400,0.13043478260869565,3,20,133
241,8491600_5775600,0.0,0,0,3
242,8491200_5771600,0.3333333333333333,1,2,18
243,8589200_5533200,0.0,0,15,48
244,8289200_5497200,0.18691588785046728,20,87,82
245,9270800_5667600,0.0,0,46,77
246,8590400_5535200,0.2602739726027397,38,108,264
247,8588400_5627600,0.17857142857142858,5,23,102
248,9057600_5684000,0.045454545454545456,1,21,122
249,8337200_5492400,0.06756756756756757,5,69,83
250,9149600_5815200,0.10869565217391304,5,41,135
251,8509200_5765200,0.06896551724137931,4,54,595
252,9063600_5682800,0.13513513513513514,5,32,117
253,9296400_5558800,0.13157894736842105,10,66,159
254,9277600_5860000,0.0,0,0,17
255,8865200_5686400,0.02824858757062147,5,172,51
256,9601200_6071600,0.10204081632653061,15,132,207
257,9149600_5816800,0.34545454545454546,57,108,192
258,9062800_5688400,0.09523809523809523,2,19,78
259,8493200_5777200,0.3125,20,44,78
260,9147200_5816800,0.06666666666666667,2,28,260
261,9365200_5528800,0.0,0,0,15
262,9283200_5867600,0.0,0,43,12
263,9152000_5810400,0.05,1,19,23
264,8593600_5530800,0.10909090909090909,6,49,464
265,9055600_5687600,0.045454545454545456,1,21,56
266,9067200_5681600,0.11363636363636363,5,39,260
267,9153600_5816400,0.0,0,4,3
268,8491200_5769600,0.16901408450704225,24,118,385
269,9280400_5674400,0.0625,1,15,75
270,9067200_5679200,0.0,0,5,4
271,9159200_5816400,0.0,0,25,262
272,9154800_5815200,0.12048192771084337,10,73,323
273,9364000_5516000,0.12244897959183673,6,43,56
274,9276800_5870400,0.011627906976744186,1,85,35
275,9372400_5526800,0.0,0,0,232
276,8507600_5772400,0.07,7,93,475
277,9065200_5682000,0.0967741935483871,3,28,109
278,8335600_5496000,0.0,0,14,2
279,8288400_5496000,0.06521739130434782,6,86,397
280,8338000_5493600,0.16216216216216217,6,31,16
281,9064000_5680000,0.10344827586206896,3,26,14
282,8367600_5548000,0.0,0,58,2
283,9269600_5672400,0.06666666666666667,1,14,127
284,8334800_5492400,0.04081632653061224,2,47,37
285,9364400_5525200,0.0,0,16,21
286,8814800_5992400,0.07407407407407407,4,50,41
287,9376800_5528800,0.08695652173913043,4,42,127
288,9066400_5685600,0.4117647058823529,21,30,59
289,9062000_5679600,0.1206896551724138,7,51,299
290,9274800_5862800,0.02564102564102564,2,76,320
291,8490000_5772800,0.11842105263157894,9,67,375
292,8491200_5771200,0.16091954022988506,14,73,211
293,9272000_5676400,0.05555555555555555,1,17,147
294,9268000_5670000,0.12195121951219512,5,36,63
295,8596000_5534000,0.3448275862068966,10,19,147
296,9600000_6072400,0.26,26,74,64
297,8334000_5492400,0.07407407407407407,2,25,8
298,8291600_5496800,0.0759493670886076,6,73,97
299,9067600_5682000,0.16666666666666666,4,20,60
300,9066400_5678400,0.0,0,6,37
301,9276000_5676000,0.0,0,7,5
302,8590400_5632800,0.07142857142857142,2,26,214
303,8953600_5841600,0.14736842105263157,14,81,227
304,9057600_5686400,0.4444444444444444,16,20,17
305,9066800_5680000,0.07692307692307693,2,24,122
306,8488800_5772000,0.04,1,24,142
307,9294000_5554000,0.0,0,5,15
308,9370800_5526000,0.0,0,9,30
309,9153200_5819600,0.27102803738317754,29,78,141
310,8825600_5991200,0.20454545454545456,9,35,63
311,9062400_5684000,0.375,9,15,73
312,9070000_5689600,0.0,0,0,147
313,8495200_5773200,0.23148148148148148,25,83,337
314,9154800_5818400,0.0,0,10,39
315,8492400_5774400,0.15463917525773196,15,82,365
316,9373600_5521600,0.3333333333333333,1,2,8
317,8334800_5496800,0.0,0,21,6
318,8337600_5490800,0.0,0,30,15
319,9147600_5818400,0.14492753623188406,10,59,170
320,8368000_5548800,0.0,0,34,6
321,9064400_5680400,0.21428571428571427,3,11,51
322,8370400_5548000,0.0,0,1,21
323,8494000_5774000,0.23529411764705882,24,78,313
324,9598800_6072800,0.0,0,37,36
325,9158800_5812800,0.0,0,3,35
326,9292800_5563600,0.09090909090909091,1,10,83
327,9158000_5816400,0.25,1,3,5
328,9280000_5864000,0.05357142857142857,3,53,22
329,8338400_5492800,0.0,0,11,3
330,9363600_5524800,0.05405405405405406,2,35,26
331,8597200_5538800,0.07272727272727272,8,102,353
332,9270800_5673600,0.0,0,4,31
333,8501200_5767200,0.04878048780487805,4,78,312
334,9362800_5521200,0.0,0,6,10
335,9281200_5674000,0.06,3,47,190
336,9602800_6072400,0.08771929824561403,10,104,169
337,8582400_5539200,0.0,0,1,33
338,8493200_5774400,0.10714285714285714,9,75,322
339,8493600_5776000,0.14,7,43,329
340,8596800_5537200,0.125,7,49,94
341,8336000_5490800,0.09090909090909091,1,10,65
342,9062000_5690800,0.0,0,5,16
343,8493200_5772400,0.23333333333333334,21,69,241
344,8489600_5773200,0.125,1,7,16
345,9275600_5864400,0.19801980198019803,20,81,159
346,9060800_5680000,0.05555555555555555,1,17,73
347,9375200_5530000,0.3333333333333333,3,6,27
348,8287600_5499200,0.16666666666666666,6,30,168
349,9066400_5678800,0.0,0,0,172
350,8291600_5496400,0.22727272727272727,30,102,32
351,9371200_5529200,0.21739130434782608,5,18,45
352,9071200_5684800,0.5,1,1,42
353,8368400_5550400,0.022727272727272728,2,86,28
354,9275600_5674800,0.0,0,14,46
355,8827200_5994800,0.3235294117647059,11,23,20
356,9156400_5814000,0.043478260869565216,1,22,15
357,8862400_5687600,0.0,0,0,12
358,9300400_5558800,0.14285714285714285,3,18,139
359,8492800_5772400,0.25,26,78,286
360,9144800_5822400,0.0,0,14,108
361,9065600_5682400,0.13333333333333333,2,13,75
362,8826800_5995200,0.21428571428571427,3,11,8
363,8290800_5497200,0.09090909090909091,8,80,332
364,9280000_5676000,0.0,0,12,72
365,9060000_5682000,0.21052631578947367,4,15,47
366,8291600_5495600,0.04,3,72,266
367,8591600_5533200,0.05263157894736842,1,18,155
368,8508400_5762400,0.0,0,0,206
369,8814000_5994000,0.125,4,28,87
370,8492800_5775200,0.1,9,81,502
371,8367200_5550400,0.0,0,35,3
372,8366800_5549200,0.015151515151515152,1,65,4
373,9062000_5685600,0.1346153846153846,7,45,130
374,9280000_5672800,0.14728682170542637,19,110,176
375,8829200_5991600,0.0,0,16,7
376,9280000_5872000,0.020833333333333332,1,47,2
377,8593200_5633600,0.0,0,0,35
378,9374800_5528400,0.125,3,21,142
379,9282400_5872800,0.02142857142857143,3,137,14
380,8816000_5990400,0.11382113821138211,14,109,276
381,9150400_5812800,0.0,0,4,54
382,9159600_5820000,0.0,0,0,438
383,9273200_5666000,0.0,0,12,1
384,9154800_5822400,0.046511627906976744,2,41,43
385,9607200_6073200,0.15714285714285714,11,59,86
386,9299200_5556000,0.0,0,3,4
387,9149200_5820400,0.0,0,6,374
388,9154800_5811200,0.08247422680412371,8,89,526
389,8595600_5533600,0.0,0,4,11
390,9069200_5688800,0.037037037037037035,1,26,132
391,8495200_5768400,0.10416666666666667,5,43,87
392,8495600_5766000,0.08888888888888889,4,41,94
393,9270400_5668800,0.13559322033898305,8,51,130
394,9060000_5682400,0.08108108108108109,3,34,150
395,9602800_6069200,0.009433962264150943,1,105,40
396,8495200_5769600,0.2948717948717949,23,55,287
397,9055600_5682800,0.0,0,3,27
398,8830400_5992400,0.0,0,6,7
399,8489200_5774400,0.0,0,14,37
400,8336400_5492400,0.14285714285714285,12,72,65
401,9066800_5682000,0.1320754716981132,7,46,169
402,9064800_5682000,0.19230769230769232,10,42,110
403,9372800_5522000,0.034482758620689655,1,28,108
404,8494800_5773600,0.21935483870967742,34,121,193
405,9370000_5517600,0.13333333333333333,4,26,93
406,8584800_5544800,0.21656050955414013,34,123,506
407,9270000_5669600,0.0,0,10,9
408,9068000_5679200,0.10416666666666667,5,43,219
409,8815600_5995200,0.14814814814814814,12,69,73
410,8334000_5491200,0.046511627906976744,2,41,8
411,9274800_5865600,0.125,20,140,221
412,9063600_5682400,0.2,6,24,90
413,9057200_5684000,0.0,0,8,70
414,9266800_5673200,0.0,0,0,14
415,9063600_5679600,0.0,0,5,41
416,9275200_5676800,0.0,0,0,126
417,9267200_5668400,0.0,0,10,7
418,8494800_5779600,0.22413793103448276,13,45,94
419,9144800_5822000,0.07692307692307693,1,12,25
420,8290400_5496800,0.1111111111111111,7,56,226
421,8338800_5492800,0.0,0,14,10
422,9064000_5684000,0.15625,5,27,125
423,9156400_5816000,0.18867924528301888,10,43,125
424,9065600_5684800,0.2727272727272727,21,56,56
425,9367600_5529600,0.3333333333333333,2,4,7
426,8495200_5778000,0.23809523809523808,5,16,17
427,9064000_5683200,0.18,9,41,85
428,9153600_5811200,0.056179775280898875,5,84,144
429,8504000_5770000,0.08870967741935484,11,113,169
430,9154400_5819600,0.12121212121212122,16,116,742
431,8594800_5630400,0.21818181818181817,12,43,208
432,9272800_5865200,0.06666666666666667,1,14,114
433,9294000_5564800,0.20512820512820512,8,31,153
434,8814400_5991200,0.0273972602739726,2,71,118
435,8591200_5632800,0.05263157894736842,1,18,184
436,9060400_5682800,0.05555555555555555,1,17,20
437,8820000_5997200,0.2191780821917808,16,57,205
438,8496000_5775600,0.10256410256410256,8,70,217
439,9157600_5815200,0.11428571428571428,4,31,304
440,9068000_5687600,0.0,0,0,1
441,9068400_5679600,0.0,0,0,5
442,8494400_5775200,0.08333333333333333,12,132,778
443,8495200_5772000,0.30201342281879195,45,104,378
444,9270800_5675600,0.047619047619047616,1,20,155
445,9370000_5522400,0.2112676056338028,15,56,57
446,8583600_5537600,0.0,0,4,5
447,9293200_5560800,0.08888888888888889,4,41,116
448,9071200_5682400,0.0,0,15,104
449,9067200_5680400,0.14285714285714285,3,18,86
450,9149600_5815600,0.10344827586206896,6,52,203
451,9364000_5516400,0.044444444444444446,2,43,59
452,8506400_5766800,0.03571428571428571,4,108,748
453,9067600_5684800,0.0,0,0,2
454,8593600_5631200,0.07575757575757576,5,61,297
455,9061600_5690800,0.0,0,9,95
456,9054000_5685600,0.4883720930232558,21,22,63
457,9062800_5678400,0.0,0,0,1
458,9601200_6069200,0.08333333333333333,11,121,277
459,9066000_5680000,0.20588235294117646,7,27,88
460,8494800_5776800,0.1276595744680851,12,82,383
461,8494000_5776400,0.09009009009009009,10,101,441
462,8582800_5542400,0.32142857142857145,36,76,154
463,9302800_5562000,0.0,0,4,46
464,8491200_5768000,0.2,6,24,105
465,9273200_5673600,0.15789473684210525,12,64,133
466,9151200_5812400,0.034482758620689655,1,28,266
467,8490400_5775200,0.0641025641025641,5,73,320
468,9059600_5689600,0.10526315789473684,2,17,65
469,8496000_5778000,0.1111111111111111,8,64,301
470,8820800_5990800,0.0,0,2,74
471,8335200_5491200,0.1,2,18,21
472,8827600_5995200,0.2,9,36,75
473,8494000_5766800,0.14788732394366197,21,121,717
474,8334400_5494400,0.0,0,20,4
475,9368800_5518000,0.0,0,16,126
476,9361200_5525600,0.3125,5,11,17
477,9276400_5664800,0.034482758620689655,1,28,243
478,9365600_5528800,0.47368421052631576,9,10,2
479,8500000_5770800,0.2484076433121019,39,118,374
480,8335600_5490400,0.0,0,8,11
481,9056000_5686400,0.3157894736842105,6,13,44
482,8495200_5771200,0.24489795918367346,24,74,221
483,9279600_5873200,0.0,0,27,1
484,9060800_5678400,0.0,0,10,32
485,8291600_5499200,0.08888888888888889,8,82,236
486,8366000_5547600,0.2962962962962963,24,57,45
487,8504800_5768000,0.088,11,114,579
488,9067600_5685600,0.0625,1,15,60
489,9609200_6074400,0.0,0,22,76
490,8591200_5538800,0.42857142857142855,3,4,9
491,9062800_5684000,0.08,2,23,95
492,9069200_5682400,0.05405405405405406,2,35,187
493,9154400_5811200,0.05357142857142857,3,53,66
494,9368400_5524000,0.11764705882352941,4,30,50
495,9278800_5861600,0.0,0,10,347
496,9062000_5683600,0.3548387096774194,22,40,162
497,9272800_5669200,0.045454545454545456,1,21,41
498,9362000_5521200,0.0,0,0,263
499,9067200_5686400,0.14705882352941177,10,58,191
500,9295600_5561200,0.16483516483516483,15,76,146
501,8286800_5495600,0.0,0,34,204
502,9058800_5688400,0.0,0,0,2
503,9061200_5689200,0.16666666666666666,2,10,21
504,9062800_5679200,0.07692307692307693,2,24,186
505,9298800_5560400,0.07692307692307693,2,24,22
506,9066000_5688400,1.0,1,0,9
507,9362800_5524000,0.08823529411764706,3,31,76
508,8587200_5541200,0.4666666666666667,35,40,74
509,8495200_5776000,0.09278350515463918,9,88,202
510,9061600_5680800,0.15,9,51,205
511,8496800_5774800,0.1511627906976744,13,73,163
512,8821200_5991600,0.17647058823529413,3,14,161
513,9295200_5558800,0.2972972972972973,44,104,133
514,9145600_5819600,0.0,0,0,4
515,9060800_5682400,0.3333333333333333,18,36,106
516,9064400_5683600,0.10204081632653061,5,44,221
517,9281200_5871600,0.1111111111111111,6,48,14
518,8827200_5992800,0.0,0,22,55
519,8367200_5548800,0.0,0,75,6
520,8289600_5494800,0.1038961038961039,8,69,288
521,9060800_5687600,0.21428571428571427,9,33,88
522,9060400_5684800,0.26785714285714285,15,41,143
523,9148000_5814800,0.041666666666666664,1,23,211
524,9277200_5872400,0.03361344537815126,4,115,92
525,8494000_5771600,0.26666666666666666,16,44,180
526,9277600_5672800,0.0,0,3,13
527,9283200_5865600,0.05063291139240506,4,75,135
528,8822800_5995600,0.2857142857142857,6,15,43
529,9063200_5679600,0.25,7,21,141
530,9372800_5526800,0.03125,1,31,106
531,9063200_5685600,0.12,3,22,89
532,8493200_5772000,0.0,0,8,8
533,9062800_5684800,0.2,8,32,57
534,9058400_5688000,0.0,0,0,1
535,8337200_5493200,0.042735042735042736,5,112,51
536,9281600_5869200,0.056338028169014086,4,67,58
537,8826400_5991600,0.0,0,3,99
538,9278800_5872000,0.0,0,25,3
539,8335200_5494000,0.13114754098360656,8,53,67
540,8288400_5495600,0.16666666666666666,5,25,68
541,9292800_5558800,0.0,0,8,39
542,9064800_5688800,0.09803921568627451,5,46,223
543,8593200_5538400,0.18,27,123,415
544,9143600_5820400,0.0,0,0,143
545,9071600_5682400,0.11864406779661017,7,52,301
546,8951600_5842800,0.08333333333333333,3,33,141
547,9152400_5817200,0.38427947598253276,88,141,298
548,9063200_5690000,0.07142857142857142,3,39,45
549,8863600_5686400,0.2857142857142857,8,20,42
550,9364400_5514000,0.1111111111111111,2,16,45
551,9364800_5516400,0.09523809523809523,4,38,119
552,8289600_5498000,0.06896551724137931,8,108,305
553,8492000_5770000,0.05511811023622047,7,120,547
554,8291200_5497200,0.05333333333333334,4,71,287
555,8492000_5771200,0.07692307692307693,7,84,228
556,8492800_5773600,0.16666666666666666,20,100,161
557,8368800_5549600,0.0,0,37,11
558,8366400_5548000,0.1232876712328767,9,64,29
559,8506400_5768400,0.125,7,49,384
560,9376400_5529200,0.10256410256410256,4,35,86
561,9273600_5676400,0.07407407407407407,2,25,147
562,8338000_5491200,0.03076923076923077,2,63,20
563,9065600_5688800,0.0,0,0,120
564,8368800_5548800,0.09090909090909091,4,40,9
565,8508000_5767200,0.09302325581395349,4,39,261
566,9058000_5681200,0.0,0,0,2
567,9287600_5867200,0.0,0,91,1
568,9069200_5683200,0.047619047619047616,1,20,46
569,8505200_5771600,0.12037037037037036,13,95,734
570,9061200_5689600,0.5,1,1,9
571,8492400_5777200,0.10752688172043011,10,83,351
572,9062400_5678400,0.0,0,0,71
573,8289200_5498000,0.16260162601626016,20,103,255
574,9365200_5525200,0.06976744186046512,3,40,25
575,8291200_5498400,0.09411764705882353,8,77,261
576,8337200_5494400,0.0,0,11,3
577,9072400_5684800,0.0,0,2,37
578,8497600_5765200,0.22857142857142856,24,81,248
579,8493200_5773600,0.18487394957983194,22,97,207
580,9152000_5811600,0.15384615384615385,10,55,239
581,9062400_5681600,0.4666666666666667,7,8,42
582,9279200_5873600,0.018867924528301886,1,52,6
583,9059200_5690800,0.0,0,10,5
584,9372400_5524400,0.0,0,4,27
585,8286800_5497200,0.2727272727272727,6,16,51
586,9145200_5820000,0.0,0,0,1
587,8492000_5768400,0.25316455696202533,20,59,90
588,9298000_5564000,0.0,0,4,1
589,8490800_5772800,0.014285714285714285,1,69,146
590,9367200_5518000,0.0,0,24,1
591,9364400_5519600,0.1076923076923077,7,58,89
592,9152800_5822000,0.13333333333333333,8,52,152
593,9302000_5556800,0.0,0,10,76
594,9274400_5861600,0.037037037037037035,2,52,49
595,9153200_5822800,0.0,0,0,8
596,8864000_5688000,0.0,0,3,1
597,9364800_5524400,0.24074074074074073,13,41,85
598,9154000_5815200,0.10638297872340426,5,42,211
599,8812000_5990000,0.13043478260869565,3,20,158
600,8291600_5496000,0.10256410256410256,8,70,171
601,9362000_5525200,0.2028985507246377,14,55,42
602,9273600_5672400,0.038461538461538464,2,50,299
