,Loc ID,Accuracy,n_in,n_out,n_gt
184,9280000_5869200,0.0,0,34,71
185,8336400_5490800,0.12698412698412698,8,55,16
186,8494800_5772400,0.3939393939393939,65,100,306
187,9062800_5686400,0.10679611650485436,11,92,157
188,9064800_5683200,0.15714285714285714,11,59,156
189,8589600_5631200,0.25396825396825395,32,94,183
190,8368000_5548400,0.0,0,116,3
191,9063600_5686400,0.08108108108108109,6,68,147
192,9067600_5678800,0.03333333333333333,1,29,119
193,9062400_5691200,0.0,0,1,246
194,9065600_5680000,0.0,0,0,1
195,9279600_5865600,0.05755395683453238,8,131,162
196,9060400_5682000,0.08,2,23,14
197,9298000_5559600,0.043478260869565216,4,88,162
198,9275600_5672000,0.2079207920792079,21,80,22
199,9603200_6072000,0.13761467889908258,15,94,233
200,9150000_5819200,0.3333333333333333,2,4,227
201,8587600_5546000,0.03225806451612903,1,30,66
202,9273600_5666400,0.16,4,21,24
203,9146800_5822400,0.05128205128205128,6,111,305
204,9283600_5871600,0.0,0,251,13
205,9301600_5562400,0.0,0,51,68
206,9152800_5812800,0.2543859649122807,29,85,104
207,9070800_5687600,0.0,0,0,96
208,8508000_5770800,0.0718232044198895,13,168,533
209,9057200_5687600,0.021739130434782608,1,45,161
210,9274800_5668400,0.05813953488372093,5,81,84
211,8590800_5628400,0.2972972972972973,55,130,245
212,8494000_5775600,0.16666666666666666,31,155,335
213,9068000_5678400,0.03225806451612903,1,30,99
214,9066400_5680400,0.1111111111111111,5,40,143
215,8334400_5492800,0.0,0,170,3
216,8488800_5771200,0.031914893617021274,3,91,228
217,8596000_5538000,0.0,0,9,6
218,8491200_5768800,0.05952380952380952,10,158,343
219,9299600_5556000,0.0,0,14,136
220,8493200_5767600,0.11274509803921569,23,181,633
221,9148400_5820000,0.06666666666666667,5,70,237
222,8367600_5549200,0.019138755980861243,4,205,12
223,9145200_5818800,0.34615384615384615,18,34,580
224,8334000_5494800,0.011764705882352941,2,168,6
225,9155200_5814000,0.12258064516129032,19,136,74
226,8289600_5498800,0.10204081632653061,10,88,227
227,8490000_5774000,0.16666666666666666,5,25,73
228,8498800_5765600,0.12307692307692308,16,114,316
229,9150800_5820400,0.08181818181818182,9,101,437
230,8954400_5842000,0.16352201257861634,26,133,123
231,9366800_5527200,0.09090909090909091,11,110,80
232,8590400_5538000,0.1056338028169014,15,127,158
233,9068400_5681600,0.06666666666666667,4,56,131
234,8493200_5769200,0.13402061855670103,26,168,99
235,9362400_5520400,0.2,1,4,15
236,9060000_5679600,0.0,0,11,21
237,8492400_5772400,0.14084507042253522,20,122,252
238,8336400_5492000,0.07650273224043716,14,169,80
239,9153200_5818800,0.16374269005847952,28,143,78
240,9059600_5686400,0.018518518518518517,1,53,133
241,8491600_5775600,0.3333333333333333,7,14,3
242,8491200_5771600,0.0,0,16,18
243,8589200_5533200,0.025,2,78,48
244,8289200_5497200,0.24183006535947713,37,116,82
245,9270800_5667600,0.0379746835443038,3,76,77
246,8590400_5535200,0.2336448598130841,50,164,264
247,8588400_5627600,0.1794871794871795,7,32,102
248,9057600_5684000,0.034482758620689655,1,28,122
249,8337200_5492400,0.1050228310502283,23,196,83
250,9149600_5815200,0.035897435897435895,7,188,135
251,8509200_5765200,0.0297029702970297,3,98,595
252,9063600_5682800,0.04477611940298507,3,64,117
253,9296400_5558800,0.12396694214876033,15,106,159
254,9277600_5860000,0.0,0,14,17
255,8865200_5686400,0.05434782608695652,15,261,51
256,9601200_6071600,0.068,17,233,207
257,9149600_5816800,0.41714285714285715,73,102,192
258,9062800_5688400,0.06666666666666667,2,28,78
259,8493200_5777200,0.22818791946308725,34,115,78
260,9147200_5816800,0.12244897959183673,6,43,260
261,9365200_5528800,0.0,0,9,15
262,9283200_5867600,0.008403361344537815,1,118,12
263,9152000_5810400,0.03125,2,62,23
264,8593600_5530800,0.13636363636363635,21,133,464
265,9055600_5687600,0.04878048780487805,2,39,56
266,9067200_5681600,0.05333333333333334,4,71,260
267,9153600_5816400,0.0,0,15,3
268,8491200_5769600,0.12716763005780346,22,151,385
269,9280400_5674400,0.0625,1,15,75
270,9067200_5679200,0.0,0,13,4
271,9159200_5816400,0.023809523809523808,1,41,262
272,9154800_5815200,0.07964601769911504,9,104,323
273,9364000_5516000,0.1076923076923077,14,116,56
274,9276800_5870400,0.07971014492753623,11,127,35
275,9372400_5526800,0.0,0,0,232
276,8507600_5772400,0.02962962962962963,4,131,475
277,9065200_5682000,0.05454545454545454,3,52,109
278,8335600_5496000,0.007874015748031496,1,126,2
279,8288400_5496000,0.08125,13,147,397
280,8338000_5493600,0.2767857142857143,31,81,16
281,9064000_5680000,0.13513513513513514,5,32,14
282,8367600_5548000,0.0,0,163,2
283,9269600_5672400,0.023255813953488372,1,42,127
284,8334800_5492400,0.010810810810810811,2,183,37
285,9364400_5525200,0.07692307692307693,3,36,21
286,8814800_5992400,0.0425531914893617,2,45,41
287,9376800_5528800,0.04,3,72,127
288,9066400_5685600,0.13253012048192772,11,72,59
289,9062000_5679600,0.0821917808219178,6,67,299
290,9274800_5862800,0.050761421319796954,10,187,320
291,8490000_5772800,0.056962025316455694,9,149,375
292,8491200_5771200,0.14285714285714285,17,102,211
293,9272000_5676400,0.0,0,40,147
294,9268000_5670000,0.07608695652173914,7,85,63
295,8596000_5534000,0.1721311475409836,21,101,147
296,9600000_6072400,0.20754716981132076,33,126,64
297,8334000_5492400,0.030120481927710843,5,161,8
298,8291600_5496800,0.14285714285714285,23,138,97
299,9067600_5682000,0.030303030303030304,2,64,60
300,9066400_5678400,0.07692307692307693,2,24,37
301,9276000_5676000,0.0,0,1,5
302,8590400_5632800,0.016129032258064516,1,61,214
303,8953600_5841600,0.1485148514851485,30,172,227
304,9057600_5686400,0.11764705882352941,2,15,17
305,9066800_5680000,0.0,0,50,122
306,8488800_5772000,0.0821917808219178,6,67,142
307,9294000_5554000,0.0,0,5,15
308,9370800_5526000,0.03508771929824561,2,55,30
309,9153200_5819600,0.27586206896551724,48,126,141
310,8825600_5991200,0.14814814814814814,8,46,63
311,9062400_5684000,0.40625,13,19,73
312,9070000_5689600,0.0,0,0,147
313,8495200_5773200,0.24285714285714285,34,106,337
314,9154800_5818400,0.034482758620689655,1,28,39
315,8492400_5774400,0.08433734939759036,14,152,365
316,9373600_5521600,0.125,2,14,8
317,8334800_5496800,0.0392156862745098,4,98,6
318,8337600_5490800,0.12658227848101267,20,138,15
319,9147600_5818400,0.15315315315315314,17,94,170
320,8368000_5548800,0.012048192771084338,2,164,6
321,9064400_5680400,0.044444444444444446,2,43,51
322,8370400_5548000,0.0,0,5,21
323,8494000_5774000,0.2152777777777778,31,113,313
324,9598800_6072800,0.013157894736842105,1,75,36
325,9158800_5812800,0.0,0,18,35
326,9292800_5563600,0.029411764705882353,1,33,83
327,9158000_5816400,0.07692307692307693,2,24,5
328,9280000_5864000,0.06779661016949153,8,110,22
329,8338400_5492800,0.0,0,123,3
330,9363600_5524800,0.056818181818181816,5,83,26
331,8597200_5538800,0.1464968152866242,23,134,353
332,9270800_5673600,0.0,0,18,31
333,8501200_5767200,0.12138728323699421,21,152,312
334,9362800_5521200,0.0,0,6,10
335,9281200_5674000,0.059322033898305086,7,111,190
336,9602800_6072400,0.09826589595375723,17,156,169
337,8582400_5539200,0.0,0,22,33
338,8493200_5774400,0.14201183431952663,24,145,322
339,8493600_5776000,0.09375,9,87,329
340,8596800_5537200,0.18518518518518517,25,110,94
341,8336000_5490800,0.03333333333333333,2,58,65
342,9062000_5690800,0.0,0,10,16
343,8493200_5772400,0.1037037037037037,14,121,241
344,8489600_5773200,0.07142857142857142,2,26,16
345,9275600_5864400,0.15343915343915343,29,160,159
346,9060800_5680000,0.0196078431372549,1,50,73
347,9375200_5530000,0.0,0,25,27
348,8287600_5499200,0.03260869565217391,3,89,168
349,9066400_5678800,0.0,0,1,172
350,8291600_5496400,0.2222222222222222,42,147,32
351,9371200_5529200,0.05084745762711865,3,56,45
352,9071200_5684800,0.0,0,12,42
353,8368400_5550400,0.050955414012738856,8,149,28
354,9275600_5674800,0.05263157894736842,2,36,46
355,8827200_5994800,0.19696969696969696,13,53,20
356,9156400_5814000,0.08450704225352113,6,65,15
357,8862400_5687600,0.0,0,2,12
358,9300400_5558800,0.06896551724137931,4,54,139
359,8492800_5772400,0.23529411764705882,40,130,286
360,9144800_5822400,0.01639344262295082,1,60,108
361,9065600_5682400,0.08695652173913043,4,42,75
362,8826800_5995200,0.05,1,19,8
363,8290800_5497200,0.06565656565656566,13,185,332
364,9280000_5676000,0.0,0,35,72
365,9060000_5682000,0.10344827586206896,6,52,47
366,8291600_5495600,0.059602649006622516,9,142,266
367,8591600_5533200,0.0449438202247191,4,85,155
368,8508400_5762400,0.0,0,7,206
369,8814000_5994000,0.08888888888888889,4,41,87
370,8492800_5775200,0.11864406779661017,21,156,502
371,8367200_5550400,0.01098901098901099,1,90,3
372,8366800_5549200,0.010101010101010102,2,196,4
373,9062000_5685600,0.13829787234042554,13,81,130
374,9280000_5672800,0.075,15,185,176
375,8829200_5991600,0.0,0,100,7
376,9280000_5872000,0.0,0,182,2
377,8593200_5633600,0.0,0,0,35
378,9374800_5528400,0.11627906976744186,5,38,142
379,9282400_5872800,0.02702702702702703,5,180,14
380,8816000_5990400,0.10227272727272728,18,158,276
381,9150400_5812800,0.04,1,24,54
382,9159600_5820000,0.0,0,6,438
383,9273200_5666000,0.0,0,30,1
384,9154800_5822400,0.0,0,23,43
385,9607200_6073200,0.10227272727272728,9,79,86
386,9299200_5556000,0.0,0,8,4
387,9149200_5820400,0.08823529411764706,3,31,374
388,9154800_5811200,0.07258064516129033,9,115,526
389,8595600_5533600,0.2,1,4,11
390,9069200_5688800,0.038461538461538464,1,25,132
391,8495200_5768400,0.11382113821138211,14,109,87
392,8495600_5766000,0.09009009009009009,10,101,94
393,9270400_5668800,0.17045454545454544,15,73,130
394,9060000_5682400,0.0273972602739726,2,71,150
395,9602800_6069200,0.047619047619047616,5,100,40
396,8495200_5769600,0.29838709677419356,37,87,287
397,9055600_5682800,0.0,0,6,27
398,8830400_5992400,0.1590909090909091,7,37,7
399,8489200_5774400,0.10714285714285714,3,25,37
400,8336400_5492400,0.14173228346456693,18,109,65
401,9066800_5682000,0.0,0,73,169
402,9064800_5682000,0.17272727272727273,19,91,110
403,9372800_5522000,0.01818181818181818,1,54,108
404,8494800_5773600,0.1794871794871795,28,128,193
405,9370000_5517600,0.0375,3,77,93
406,8584800_5544800,0.13114754098360656,32,212,506
407,9270000_5669600,0.0,0,13,9
408,9068000_5679200,0.04878048780487805,4,78,219
409,8815600_5995200,0.12380952380952381,13,92,73
410,8334000_5491200,0.027586206896551724,4,141,8
411,9274800_5865600,0.1935483870967742,30,125,221
412,9063600_5682400,0.0945945945945946,7,67,90
413,9057200_5684000,0.08695652173913043,2,21,70
414,9266800_5673200,0.0,0,0,14
415,9063600_5679600,0.0,0,21,41
416,9275200_5676800,0.0,0,0,126
417,9267200_5668400,0.10526315789473684,2,17,7
418,8494800_5779600,0.17692307692307693,23,107,94
419,9144800_5822000,0.0,0,70,25
420,8290400_5496800,0.06293706293706294,9,134,226
421,8338800_5492800,0.010869565217391304,1,91,10
422,9064000_5684000,0.09859154929577464,7,64,125
423,9156400_5816000,0.2,19,76,125
424,9065600_5684800,0.17699115044247787,20,93,56
425,9367600_5529600,0.09090909090909091,2,20,7
426,8495200_5778000,0.4358974358974359,17,22,17
427,9064000_5683200,0.19718309859154928,14,57,85
428,9153600_5811200,0.06989247311827956,13,173,144
429,8504000_5770000,0.08287292817679558,15,166,169
430,9154400_5819600,0.1474820143884892,41,237,742
431,8594800_5630400,0.13978494623655913,13,80,208
432,9272800_5865200,0.05319148936170213,5,89,114
433,9294000_5564800,0.14942528735632185,13,74,153
434,8814400_5991200,0.008849557522123894,1,112,118
435,8591200_5632800,0.09259259259259259,5,49,184
436,9060400_5682800,0.021739130434782608,1,45,20
437,8820000_5997200,0.12631578947368421,12,83,205
438,8496000_5775600,0.06735751295336788,13,180,217
439,9157600_5815200,0.05660377358490566,3,50,304
440,9068000_5687600,0.0,0,0,1
441,9068400_5679600,0.0,0,1,5
442,8494400_5775200,0.14606741573033707,26,152,778
443,8495200_5772000,0.3411764705882353,58,112,378
444,9270800_5675600,0.02631578947368421,1,37,155
445,9370000_5522400,0.08333333333333333,9,99,57
446,8583600_5537600,0.0,0,54,5
447,9293200_5560800,0.02857142857142857,3,102,116
448,9071200_5682400,0.0,0,30,104
449,9067200_5680400,0.0,0,11,86
450,9149600_5815600,0.1553398058252427,16,87,203
451,9364000_5516400,0.05825242718446602,6,97,59
452,8506400_5766800,0.04790419161676647,8,159,748
453,9067600_5684800,0.0,0,0,2
454,8593600_5631200,0.09322033898305085,11,107,297
455,9061600_5690800,0.030303030303030304,1,32,95
456,9054000_5685600,0.1076923076923077,7,58,63
457,9062800_5678400,0.0,0,1,1
458,9601200_6069200,0.12403100775193798,16,113,277
459,9066000_5680000,0.12121212121212122,8,58,88
460,8494800_5776800,0.07482993197278912,11,136,383
461,8494000_5776400,0.06060606060606061,12,186,441
462,8582800_5542400,0.312,39,86,154
463,9302800_5562000,0.0,0,7,46
464,8491200_5768000,0.1625,13,67,105
465,9273200_5673600,0.06542056074766354,7,100,133
466,9151200_5812400,0.02564102564102564,1,38,266
467,8490400_5775200,0.02857142857142857,4,136,320
468,9059600_5689600,0.058823529411764705,1,16,65
469,8496000_5778000,0.06306306306306306,7,104,301
470,8820800_5990800,0.0,0,46,74
471,8335200_5491200,0.0125,2,158,21
472,8827600_5995200,0.15151515151515152,10,56,75
473,8494000_5766800,0.0967741935483871,18,168,717
474,8334400_5494400,0.008333333333333333,1,119,4
475,9368800_5518000,0.0967741935483871,3,28,126
476,9361200_5525600,0.14285714285714285,3,18,17
477,9276400_5664800,0.045871559633027525,5,104,243
478,9365600_5528800,0.2,5,20,2
479,8500000_5770800,0.39705882352941174,81,123,374
480,8335600_5490400,0.0,0,37,11
481,9056000_5686400,0.08196721311475409,5,56,44
482,8495200_5771200,0.13709677419354838,17,107,221
483,9279600_5873200,0.0,0,125,1
484,9060800_5678400,0.0,0,11,32
485,8291600_5499200,0.0893854748603352,16,163,236
486,8366000_5547600,0.31683168316831684,32,69,45
487,8504800_5768000,0.09815950920245399,16,147,579
488,9067600_5685600,0.0,0,14,60
489,9609200_6074400,0.019230769230769232,1,51,76
490,8591200_5538800,0.1,1,9,9
491,9062800_5684000,0.05405405405405406,4,70,95
492,9069200_5682400,0.04081632653061224,2,47,187
493,9154400_5811200,0.02197802197802198,2,89,66
494,9368400_5524000,0.0684931506849315,5,68,50
495,9278800_5861600,0.025,1,39,347
496,9062000_5683600,0.2727272727272727,27,72,162
497,9272800_5669200,0.08163265306122448,4,45,41
498,9362000_5521200,0.0,0,8,263
499,9067200_5686400,0.12359550561797752,11,78,191
500,9295600_5561200,0.24166666666666667,29,91,146
501,8286800_5495600,0.05982905982905983,7,110,204
502,9058800_5688400,0.0,0,3,2
503,9061200_5689200,0.11428571428571428,4,31,21
504,9062800_5679200,0.07017543859649122,4,53,186
505,9298800_5560400,0.0958904109589041,7,66,22
506,9066000_5688400,0.0,0,4,9
507,9362800_5524000,0.03296703296703297,3,88,76
508,8587200_5541200,0.36904761904761907,31,53,74
509,8495200_5776000,0.07643312101910828,12,145,202
510,9061600_5680800,0.03125,3,93,205
511,8496800_5774800,0.21875,35,125,163
512,8821200_5991600,0.07407407407407407,2,25,161
513,9295200_5558800,0.4019138755980861,84,125,133
514,9145600_5819600,0.0,0,2,4
515,9060800_5682400,0.3368421052631579,32,63,106
516,9064400_5683600,0.14942528735632185,13,74,221
517,9281200_5871600,0.08264462809917356,10,111,14
518,8827200_5992800,0.021739130434782608,1,45,55
519,8367200_5548800,0.0,0,139,6
520,8289600_5494800,0.15384615384615385,26,143,288
521,9060800_5687600,0.14285714285714285,9,54,88
522,9060400_5684800,0.16842105263157894,16,79,143
523,9148000_5814800,0.056074766355140186,6,101,211
524,9277200_5872400,0.01738122827346466,15,848,92
525,8494000_5771600,0.17543859649122806,20,94,180
526,9277600_5672800,0.0,0,15,13
527,9283200_5865600,0.05,7,133,135
528,8822800_5995600,0.14925373134328357,10,57,43
529,9063200_5679600,0.05454545454545454,3,52,141
530,9372800_5526800,0.045454545454545456,4,84,106
531,9063200_5685600,0.07272727272727272,4,51,89
532,8493200_5772000,0.0,0,21,8
533,9062800_5684800,0.08823529411764706,6,62,57
534,9058400_5688000,0.0,0,7,1
535,8337200_5493200,0.037815126050420166,9,229,51
536,9281600_5869200,0.09848484848484848,13,119,58
537,8826400_5991600,0.057692307692307696,3,49,99
538,9278800_5872000,0.0,0,81,3
539,8335200_5494000,0.072,9,116,67
540,8288400_5495600,0.14705882352941177,5,29,68
541,9292800_5558800,0.0,0,24,39
542,9064800_5688800,0.05263157894736842,4,72,223
543,8593200_5538400,0.1963470319634703,43,176,415
544,9143600_5820400,0.06521739130434782,3,43,143
545,9071600_5682400,0.05319148936170213,5,89,301
546,8951600_5842800,0.06666666666666667,4,56,141
547,9152400_5817200,0.20320855614973263,38,149,298
548,9063200_5690000,0.029411764705882353,2,66,45
549,8863600_5686400,0.10526315789473684,6,51,42
550,9364400_5514000,0.02857142857142857,1,34,45
551,9364800_5516400,0.07368421052631578,7,88,119
552,8289600_5498000,0.10683760683760683,25,209,305
553,8492000_5770000,0.12385321100917432,27,191,547
554,8291200_5497200,0.024691358024691357,4,158,287
555,8492000_5771200,0.12605042016806722,15,104,228
556,8492800_5773600,0.20567375886524822,29,112,161
557,8368800_5549600,0.02127659574468085,1,46,11
558,8366400_5548000,0.06153846153846154,8,122,29
559,8506400_5768400,0.05263157894736842,7,126,384
560,9376400_5529200,0.029411764705882353,2,66,86
561,9273600_5676400,0.06976744186046512,3,40,147
562,8338000_5491200,0.06756756756756757,5,69,20
563,9065600_5688800,0.0,0,1,120
564,8368800_5548800,0.011494252873563218,1,86,9
565,8508000_5767200,0.045454545454545456,2,42,261
566,9058000_5681200,0.0,0,0,2
567,9287600_5867200,0.0,0,118,1
568,9069200_5683200,0.034482758620689655,1,28,46
569,8505200_5771600,0.0989010989010989,18,164,734
570,9061200_5689600,0.0,0,6,9
571,8492400_5777200,0.12396694214876033,15,106,351
572,9062400_5678400,0.0,0,0,71
573,8289200_5498000,0.17553191489361702,33,155,255
574,9365200_5525200,0.02531645569620253,2,77,25
575,8291200_5498400,0.07142857142857142,12,156,261
576,8337200_5494400,0.0,0,108,3
577,9072400_5684800,0.16666666666666666,1,5,37
578,8497600_5765200,0.08053691275167785,12,137,248
579,8493200_5773600,0.19745222929936307,31,126,207
580,9152000_5811600,0.0990990990990991,11,100,239
581,9062400_5681600,0.05084745762711865,3,56,42
582,9279200_5873600,0.007194244604316547,1,138,6
583,9059200_5690800,0.0,0,13,5
584,9372400_5524400,0.2,4,16,27
585,8286800_5497200,0.041666666666666664,1,23,51
586,9145200_5820000,0.0,0,1,1
587,8492000_5768400,0.1588235294117647,27,143,90
